Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Partnership Health Plan,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
IP-40900110,INPATIENT,HCHG CORE ANA (ANTI NUCLEAR AB),86038,,302,$108.00 ,$64.80 ,$88.56 ,$83.16 ,,,$88.56 ,$83.16 ,,,,,,,,,$88.56 ,$83.16 ,,$88.56 ,$83.16 ,,,$82.08 ,,$84.24 ,,,,$88.56 ,$83.16 ,,,,,$82.08 ,$88.56 
IP-40900111,INPATIENT,HCHG CORE ANA TTR,86039,,302,$163.00 ,$97.80 ,$133.66 ,$125.51 ,,,$133.66 ,$125.51 ,,,,,,,,,$133.66 ,$125.51 ,,$133.66 ,$125.51 ,,,$123.88 ,,$127.14 ,,,,$133.66 ,$125.51 ,,,,,$123.88 ,$133.66 
IP-40900112,INPATIENT,HCHG CORE ASO SCRN,86063,,302,$87.00 ,$52.20 ,$71.34 ,$66.99 ,,,$71.34 ,$66.99 ,,,,,,,,,$71.34 ,$66.99 ,,$71.34 ,$66.99 ,,,$66.12 ,,$67.86 ,,,,$71.34 ,$66.99 ,,,,,$66.12 ,$71.34 
IP-40900113,INPATIENT,HCHG CORE AT3 ACTIVITY,85300,,305,$205.00 ,$123.00 ,$168.10 ,$157.85 ,,,$168.10 ,$157.85 ,,,,,,,,,$168.10 ,$157.85 ,,$168.10 ,$157.85 ,,,$155.80 ,,$159.90 ,,,,$168.10 ,$157.85 ,,,,,$155.80 ,$168.10 
IP-40900114,INPATIENT,HCHG CORE MICROSOMAL AB,86376,,302,$107.00 ,$64.20 ,$87.74 ,$82.39 ,,,$87.74 ,$82.39 ,,,,,,,,,$87.74 ,$82.39 ,,$87.74 ,$82.39 ,,,$81.32 ,,$83.46 ,,,,$87.74 ,$82.39 ,,,,,$81.32 ,$87.74 
IP-40900115,INPATIENT,HCHG CORE VITAMIN B12,82607,,301,$201.00 ,$120.60 ,$164.82 ,$154.77 ,,,$164.82 ,$154.77 ,,,,,,,,,$164.82 ,$154.77 ,,$164.82 ,$154.77 ,,,$152.76 ,,$156.78 ,,,,$164.82 ,$154.77 ,,,,,$152.76 ,$164.82 
IP-40900116,INPATIENT,HCHG CORE BETA2 MICROGLOBULIN,82232,,301,$176.00 ,$105.60 ,$144.32 ,$135.52 ,,,$144.32 ,$135.52 ,,,,,,,,,$144.32 ,$135.52 ,,$144.32 ,$135.52 ,,,$133.76 ,,$137.28 ,,,,$144.32 ,$135.52 ,,,,,$133.76 ,$144.32 
IP-40900118,INPATIENT,HCHG CORE BILIRUBIN TOTAL,82247,,301,$104.00 ,$62.40 ,$85.28 ,$80.08 ,,,$85.28 ,$80.08 ,,,,,,,,,$85.28 ,$80.08 ,,$85.28 ,$80.08 ,,,$79.04 ,,$81.12 ,,,,$85.28 ,$80.08 ,,,,,$79.04 ,$85.28 
IP-40900120,INPATIENT,HCHG CORE UREA NITROGEN QUANTITATIVE,84520,,301,$88.00 ,$52.80 ,$72.16 ,$67.76 ,,,$72.16 ,$67.76 ,,,,,,,,,$72.16 ,$67.76 ,,$72.16 ,$67.76 ,,,$66.88 ,,$68.64 ,,,,$72.16 ,$67.76 ,,,,,$66.88 ,$72.16 
IP-40900121,INPATIENT,HCHG CORE COMPLEMENT C4,86160,,302,$128.00 ,$76.80 ,$104.96 ,$98.56 ,,,$104.96 ,$98.56 ,,,,,,,,,$104.96 ,$98.56 ,,$104.96 ,$98.56 ,,,$97.28 ,,$99.84 ,,,,$104.96 ,$98.56 ,,,,,$97.28 ,$104.96 
IP-40900122,INPATIENT,HCHG CORE COMPLEMENT C3,86160,,302,$128.00 ,$76.80 ,$104.96 ,$98.56 ,,,$104.96 ,$98.56 ,,,,,,,,,$104.96 ,$98.56 ,,$104.96 ,$98.56 ,,,$97.28 ,,$99.84 ,,,,$104.96 ,$98.56 ,,,,,$97.28 ,$104.96 
IP-40900123,INPATIENT,HCHG CORE CA 125,86304,,302,$244.00 ,$146.40 ,$200.08 ,$187.88 ,,,$200.08 ,$187.88 ,,,,,,,,,$200.08 ,$187.88 ,,$200.08 ,$187.88 ,,,$185.44 ,,$190.32 ,,,,$200.08 ,$187.88 ,,,,,$185.44 ,$200.08 
IP-40900124,INPATIENT,HCHG CORE CA 15 3 (27.29),86300,,302,$172.00 ,$103.20 ,$141.04 ,$132.44 ,,,$141.04 ,$132.44 ,,,,,,,,,$141.04 ,$132.44 ,,$141.04 ,$132.44 ,,,$130.72 ,,$134.16 ,,,,$141.04 ,$132.44 ,,,,,$130.72 ,$141.04 
IP-40900125,INPATIENT,HCHG CORE CA 19 9,86301,,302,$210.00 ,$126.00 ,$172.20 ,$161.70 ,,,$172.20 ,$161.70 ,,,,,,,,,$172.20 ,$161.70 ,,$172.20 ,$161.70 ,,,$159.60 ,,$163.80 ,,,,$172.20 ,$161.70 ,,,,,$159.60 ,$172.20 
IP-40900127,INPATIENT,HCHG CORE CALCIUM,82310,,301,$95.00 ,$57.00 ,$77.90 ,$73.15 ,,,$77.90 ,$73.15 ,,,,,,,,,$77.90 ,$73.15 ,,$77.90 ,$73.15 ,,,$72.20 ,,$74.10 ,,,,$77.90 ,$73.15 ,,,,,$72.20 ,$77.90 
IP-40900128,INPATIENT,HCHG CORE CEA,82378,,301,$305.00 ,$183.00 ,$250.10 ,$234.85 ,,,$250.10 ,$234.85 ,,,,,,,,,$250.10 ,$234.85 ,,$250.10 ,$234.85 ,,,$231.80 ,,$237.90 ,,,,$250.10 ,$234.85 ,,,,,$231.80 ,$250.10 
IP-40900129,INPATIENT,HCHG CORE CERULOPLASMIN,82390,,301,$121.00 ,$72.60 ,$99.22 ,$93.17 ,,,$99.22 ,$93.17 ,,,,,,,,,$99.22 ,$93.17 ,,$99.22 ,$93.17 ,,,$91.96 ,,$94.38 ,,,,$99.22 ,$93.17 ,,,,,$91.96 ,$99.22 
IP-40900130,INPATIENT,HCHG CORE CHLAMYDIA TRACH AMP PRB,87491,,306,$259.00 ,$155.40 ,$212.38 ,$199.43 ,,,$212.38 ,$199.43 ,,,,,,,,,$212.38 ,$199.43 ,,$212.38 ,$199.43 ,,,$196.84 ,,$202.02 ,,,,$212.38 ,$199.43 ,,,,,$196.84 ,$212.38 
IP-40900131,INPATIENT,HCHG CORE GC AMP PRB,87591,,306,$255.00 ,$153.00 ,$209.10 ,$196.35 ,,,$209.10 ,$196.35 ,,,,,,,,,$209.10 ,$196.35 ,,$209.10 ,$196.35 ,,,$193.80 ,,$198.90 ,,,,$209.10 ,$196.35 ,,,,,$193.80 ,$209.10 
IP-40900133,INPATIENT,HCHG CORE COMPR MET PNL,80053,,301,$362.00 ,$217.20 ,$296.84 ,$278.74 ,,,$296.84 ,$278.74 ,,,,,,,,,$296.84 ,$278.74 ,,$296.84 ,$278.74 ,,,$275.12 ,,$282.36 ,,,,$296.84 ,$278.74 ,,,,,$275.12 ,$296.84 
IP-40900134,INPATIENT,HCHG CORE CENTROMERE AB,86235,,302,$123.00 ,$73.80 ,$100.86 ,$94.71 ,,,$100.86 ,$94.71 ,,,,,,,,,$100.86 ,$94.71 ,,$100.86 ,$94.71 ,,,$93.48 ,,$95.94 ,,,,$100.86 ,$94.71 ,,,,,$93.48 ,$100.86 
IP-40900136,INPATIENT,HCHG CORE C REACTIVE PROTEIN HS,86141,,302,$200.00 ,$120.00 ,$164.00 ,$154.00 ,,,$164.00 ,$154.00 ,,,,,,,,,$164.00 ,$154.00 ,,$164.00 ,$154.00 ,,,$152.00 ,,$156.00 ,,,,$164.00 ,$154.00 ,,,,,$152.00 ,$164.00 
IP-40900137,INPATIENT,HCHG CORE CYCLOSPORINE,80158,,301,$216.00 ,$129.60 ,$177.12 ,$166.32 ,,,$177.12 ,$166.32 ,,,,,,,,,$177.12 ,$166.32 ,,$177.12 ,$166.32 ,,,$164.16 ,,$168.48 ,,,,$177.12 ,$166.32 ,,,,,$164.16 ,$177.12 
IP-40900141,INPATIENT,HCHG CORE ANTI DNA DBL STRAND,86225,,302,$104.00 ,$62.40 ,$85.28 ,$80.08 ,,,$85.28 ,$80.08 ,,,,,,,,,$85.28 ,$80.08 ,,$85.28 ,$80.08 ,,,$79.04 ,,$81.12 ,,,,$85.28 ,$80.08 ,,,,,$79.04 ,$85.28 
IP-40900143,INPATIENT,HCHG CORE EBV AB EARLY AG,86663,,302,$162.00 ,$97.20 ,$132.84 ,$124.74 ,,,$132.84 ,$124.74 ,,,,,,,,,$132.84 ,$124.74 ,,$132.84 ,$124.74 ,,,$123.12 ,,$126.36 ,,,,$132.84 ,$124.74 ,,,,,$123.12 ,$132.84 
IP-40900144,INPATIENT,HCHG CORE EBV VCA AB IGG,86665,,302,$235.00 ,$141.00 ,$192.70 ,$180.95 ,,,$192.70 ,$180.95 ,,,,,,,,,$192.70 ,$180.95 ,,$192.70 ,$180.95 ,,,$178.60 ,,$183.30 ,,,,$192.70 ,$180.95 ,,,,,$178.60 ,$192.70 
IP-40900145,INPATIENT,HCHG CORE EBV VCA AB IGM,86665,,302,$235.00 ,$141.00 ,$192.70 ,$180.95 ,,,$192.70 ,$180.95 ,,,,,,,,,$192.70 ,$180.95 ,,$192.70 ,$180.95 ,,,$178.60 ,,$183.30 ,,,,$192.70 ,$180.95 ,,,,,$178.60 ,$192.70 
IP-40900146,INPATIENT,HCHG CORE EBV AB EBNA,86664,,302,$156.00 ,$93.60 ,$127.92 ,$120.12 ,,,$127.92 ,$120.12 ,,,,,,,,,$127.92 ,$120.12 ,,$127.92 ,$120.12 ,,,$118.56 ,,$121.68 ,,,,$127.92 ,$120.12 ,,,,,$118.56 ,$127.92 
IP-40900147,INPATIENT,HCHG CORE IRON,83540,,301,$119.00 ,$71.40 ,$97.58 ,$91.63 ,,,$97.58 ,$91.63 ,,,,,,,,,$97.58 ,$91.63 ,,$97.58 ,$91.63 ,,,$90.44 ,,$92.82 ,,,,$97.58 ,$91.63 ,,,,,$90.44 ,$97.58 
IP-40900148,INPATIENT,HCHG CORE FERRITIN,82728,,301,$235.00 ,$141.00 ,$192.70 ,$180.95 ,,,$192.70 ,$180.95 ,,,,,,,,,$192.70 ,$180.95 ,,$192.70 ,$180.95 ,,,$178.60 ,,$183.30 ,,,,$192.70 ,$180.95 ,,,,,$178.60 ,$192.70 
IP-40900149,INPATIENT,HCHG CORE TACROLIMUS (FK506),80197,,301,$142.00 ,$85.20 ,$116.44 ,$109.34 ,,,$116.44 ,$109.34 ,,,,,,,,,$116.44 ,$109.34 ,,$116.44 ,$109.34 ,,,$107.92 ,,$110.76 ,,,,$116.44 ,$109.34 ,,,,,$107.92 ,$116.44 
IP-40900150,INPATIENT,HCHG CORE FOLATE,82746,,301,$208.00 ,$124.80 ,$170.56 ,$160.16 ,,,$170.56 ,$160.16 ,,,,,,,,,$170.56 ,$160.16 ,,$170.56 ,$160.16 ,,,$158.08 ,,$162.24 ,,,,$170.56 ,$160.16 ,,,,,$158.08 ,$170.56 
IP-40900151,INPATIENT,HCHG CORE T3 FREE,84481,,301,$197.00 ,$118.20 ,$161.54 ,$151.69 ,,,$161.54 ,$151.69 ,,,,,,,,,$161.54 ,$151.69 ,,$161.54 ,$151.69 ,,,$149.72 ,,$153.66 ,,,,$161.54 ,$151.69 ,,,,,$149.72 ,$161.54 
IP-40900152,INPATIENT,HCHG CORE GIARDIA AG EIA,87329,,306,$103.00 ,$61.80 ,$84.46 ,$79.31 ,,,$84.46 ,$79.31 ,,,,,,,,,$84.46 ,$79.31 ,,$84.46 ,$79.31 ,,,$78.28 ,,$80.34 ,,,,$84.46 ,$79.31 ,,,,,$78.28 ,$84.46 
IP-40900153,INPATIENT,HCHG CORE GGT,82977,,301,$150.00 ,$90.00 ,$123.00 ,$115.50 ,,,$123.00 ,$115.50 ,,,,,,,,,$123.00 ,$115.50 ,,$123.00 ,$115.50 ,,,$114.00 ,,$117.00 ,,,,$123.00 ,$115.50 ,,,,,$114.00 ,$123.00 
IP-40900154,INPATIENT,HCHG CORE GLUCOSE,82947,,301,$107.00 ,$64.20 ,$87.74 ,$82.39 ,,,$87.74 ,$82.39 ,,,,,,,,,$87.74 ,$82.39 ,,$87.74 ,$82.39 ,,,$81.32 ,,$83.46 ,,,,$87.74 ,$82.39 ,,,,,$81.32 ,$87.74 
IP-40900155,INPATIENT,HCHG CORE H PYLORI STL EIA,87338,,306,$174.00 ,$104.40 ,$142.68 ,$133.98 ,,,$142.68 ,$133.98 ,,,,,,,,,$142.68 ,$133.98 ,,$142.68 ,$133.98 ,,,$132.24 ,,$135.72 ,,,,$142.68 ,$133.98 ,,,,,$132.24 ,$142.68 
IP-40900156,INPATIENT,HCHG CORE HAPTOGLOBIN QN,83010,,301,$131.00 ,$78.60 ,$107.42 ,$100.87 ,,,$107.42 ,$100.87 ,,,,,,,,,$107.42 ,$100.87 ,,$107.42 ,$100.87 ,,,$99.56 ,,$102.18 ,,,,$107.42 ,$100.87 ,,,,,$99.56 ,$107.42 
IP-40900157,INPATIENT,HCHG CORE HOMOCYSTINE,83090,,301,$315.00 ,$189.00 ,$258.30 ,$242.55 ,,,$258.30 ,$242.55 ,,,,,,,,,$258.30 ,$242.55 ,,$258.30 ,$242.55 ,,,$239.40 ,,$245.70 ,,,,$258.30 ,$242.55 ,,,,,$239.40 ,$258.30 
IP-40900161,INPATIENT,HCHG CORE CULT HERPES,87252,,306,$167.00 ,$100.20 ,$136.94 ,$128.59 ,,,$136.94 ,$128.59 ,,,,,,,,,$136.94 ,$128.59 ,,$136.94 ,$128.59 ,,,$126.92 ,,$130.26 ,,,,$136.94 ,$128.59 ,,,,,$126.92 ,$136.94 
IP-40900162,INPATIENT,HCHG CORE IMMUNOFIX SER,86334,,302,$173.00 ,$103.80 ,$141.86 ,$133.21 ,,,$141.86 ,$133.21 ,,,,,,,,,$141.86 ,$133.21 ,,$141.86 ,$133.21 ,,,$131.48 ,,$134.94 ,,,,$141.86 ,$133.21 ,,,,,$131.48 ,$141.86 
IP-40900163,INPATIENT,HCHG CORE IGG,82784,,301,$51.00 ,$30.60 ,$41.82 ,$39.27 ,,,$41.82 ,$39.27 ,,,,,,,,,$41.82 ,$39.27 ,,$41.82 ,$39.27 ,,,$38.76 ,,$39.78 ,,,,$41.82 ,$39.27 ,,,,,$38.76 ,$41.82 
IP-40900164,INPATIENT,HCHG CORE IGF-1,84305,,301,$135.00 ,$81.00 ,$110.70 ,$103.95 ,,,$110.70 ,$103.95 ,,,,,,,,,$110.70 ,$103.95 ,,$110.70 ,$103.95 ,,,$102.60 ,,$105.30 ,,,,$110.70 ,$103.95 ,,,,,$102.60 ,$110.70 
IP-40900165,INPATIENT,HCHG CORE IGFBP 3,83519,,301,$149.00 ,$89.40 ,$122.18 ,$114.73 ,,,$122.18 ,$114.73 ,,,,,,,,,$122.18 ,$114.73 ,,$122.18 ,$114.73 ,,,$113.24 ,,$116.22 ,,,,$122.18 ,$114.73 ,,,,,$113.24 ,$122.18 
IP-40900166,INPATIENT,HCHG CORE IGA,82784,,301,$51.00 ,$30.60 ,$41.82 ,$39.27 ,,,$41.82 ,$39.27 ,,,,,,,,,$41.82 ,$39.27 ,,$41.82 ,$39.27 ,,,$38.76 ,,$39.78 ,,,,$41.82 ,$39.27 ,,,,,$38.76 ,$41.82 
IP-40900168,INPATIENT,HCHG CORE JO 1 AB,86235,,302,$123.00 ,$73.80 ,$100.86 ,$94.71 ,,,$100.86 ,$94.71 ,,,,,,,,,$100.86 ,$94.71 ,,$100.86 ,$94.71 ,,,$93.48 ,,$95.94 ,,,,$100.86 ,$94.71 ,,,,,$93.48 ,$100.86 
IP-40900170,INPATIENT,HCHG CORE LDH,83615,,301,$150.00 ,$90.00 ,$123.00 ,$115.50 ,,,$123.00 ,$115.50 ,,,,,,,,,$123.00 ,$115.50 ,,$123.00 ,$115.50 ,,,$114.00 ,,$117.00 ,,,,$123.00 ,$115.50 ,,,,,$114.00 ,$123.00 
IP-40900171,INPATIENT,HCHG CORE LIPID PNL,80061,,301,$337.00 ,$202.20 ,$276.34 ,$259.49 ,,,$276.34 ,$259.49 ,,,,,,,,,$276.34 ,$259.49 ,,$276.34 ,$259.49 ,,,$256.12 ,,$262.86 ,,,,$276.34 ,$259.49 ,,,,,$256.12 ,$276.34 
IP-40900174,INPATIENT,HCHG CORE MAGNESIUM,83735,,301,$194.00 ,$116.40 ,$159.08 ,$149.38 ,,,$159.08 ,$149.38 ,,,,,,,,,$159.08 ,$149.38 ,,$159.08 ,$149.38 ,,,$147.44 ,,$151.32 ,,,,$159.08 ,$149.38 ,,,,,$147.44 ,$159.08 
IP-40900175,INPATIENT,HCHG CORE MR STAPH DNA AMP PROBE,87641,,306,$344.00 ,$206.40 ,$282.08 ,$264.88 ,,,$282.08 ,$264.88 ,,,,,,,,,$282.08 ,$264.88 ,,$282.08 ,$264.88 ,,,$261.44 ,,$268.32 ,,,,$282.08 ,$264.88 ,,,,,$261.44 ,$282.08 
IP-40900177,INPATIENT,HCHG CORE CRYPTOSPORIDIUM AG EIA,87328,,306,$106.00 ,$63.60 ,$86.92 ,$81.62 ,,,$86.92 ,$81.62 ,,,,,,,,,$86.92 ,$81.62 ,,$86.92 ,$81.62 ,,,$80.56 ,,$82.68 ,,,,$86.92 ,$81.62 ,,,,,$80.56 ,$86.92 
IP-40900178,INPATIENT,HCHG CORE PHOSPHORUS (PO4),84100,,301,$134.00 ,$80.40 ,$109.88 ,$103.18 ,,,$109.88 ,$103.18 ,,,,,,,,,$109.88 ,$103.18 ,,$109.88 ,$103.18 ,,,$101.84 ,,$104.52 ,,,,$109.88 ,$103.18 ,,,,,$101.84 ,$109.88 
IP-40900180,INPATIENT,HCHG CORE RHEUMATOID FCTR QN,86431,,302,$84.00 ,$50.40 ,$68.88 ,$64.68 ,,,$68.88 ,$64.68 ,,,,,,,,,$68.88 ,$64.68 ,,$68.88 ,$64.68 ,,,$63.84 ,,$65.52 ,,,,$68.88 ,$64.68 ,,,,,$63.84 ,$68.88 
IP-40900182,INPATIENT,HCHG CORE RPR NON-TREPNML AB QL,86592,,302,$95.00 ,$57.00 ,$77.90 ,$73.15 ,,,$77.90 ,$73.15 ,,,,,,,,,$77.90 ,$73.15 ,,$77.90 ,$73.15 ,,,$72.20 ,,$74.10 ,,,,$77.90 ,$73.15 ,,,,,$72.20 ,$77.90 
IP-40900183,INPATIENT,HCHG CORE RPR TTR NON-TREPNML AB QN,86593,,302,$104.00 ,$62.40 ,$85.28 ,$80.08 ,,,$85.28 ,$80.08 ,,,,,,,,,$85.28 ,$80.08 ,,$85.28 ,$80.08 ,,,$79.04 ,,$81.12 ,,,,$85.28 ,$80.08 ,,,,,$79.04 ,$85.28 
IP-40900184,INPATIENT,HCHG CORE RUBELLA AB,86762,,302,$114.00 ,$68.40 ,$93.48 ,$87.78 ,,,$93.48 ,$87.78 ,,,,,,,,,$93.48 ,$87.78 ,,$93.48 ,$87.78 ,,,$86.64 ,,$88.92 ,,,,$93.48 ,$87.78 ,,,,,$86.64 ,$93.48 
IP-40900185,INPATIENT,HCHG CORE SCL 70 AB,86235,,302,$123.00 ,$73.80 ,$100.86 ,$94.71 ,,,$100.86 ,$94.71 ,,,,,,,,,$100.86 ,$94.71 ,,$100.86 ,$94.71 ,,,$93.48 ,,$95.94 ,,,,$100.86 ,$94.71 ,,,,,$93.48 ,$100.86 
IP-40900186,INPATIENT,HCHG CORE SICKLE CL SCRN,85660,,305,$80.00 ,$48.00 ,$65.60 ,$61.60 ,,,$65.60 ,$61.60 ,,,,,,,,,$65.60 ,$61.60 ,,$65.60 ,$61.60 ,,,$60.80 ,,$62.40 ,,,,$65.60 ,$61.60 ,,,,,$60.80 ,$65.60 
IP-40900187,INPATIENT,HCHG CORE SMITH AB,86235,,302,$123.00 ,$73.80 ,$100.86 ,$94.71 ,,,$100.86 ,$94.71 ,,,,,,,,,$100.86 ,$94.71 ,,$100.86 ,$94.71 ,,,$93.48 ,,$95.94 ,,,,$100.86 ,$94.71 ,,,,,$93.48 ,$100.86 
IP-40900188,INPATIENT,HCHG CORE PROTEIN ELECTRO SER,84165,,301,$76.00 ,$45.60 ,$62.32 ,$58.52 ,,,$62.32 ,$58.52 ,,,,,,,,,$62.32 ,$58.52 ,,$62.32 ,$58.52 ,,,$57.76 ,,$59.28 ,,,,$62.32 ,$58.52 ,,,,,$57.76 ,$62.32 
IP-40900189,INPATIENT,HCHG CORE RO(SS A) AB,86235,,302,$123.00 ,$73.80 ,$100.86 ,$94.71 ,,,$100.86 ,$94.71 ,,,,,,,,,$100.86 ,$94.71 ,,$100.86 ,$94.71 ,,,$93.48 ,,$95.94 ,,,,$100.86 ,$94.71 ,,,,,$93.48 ,$100.86 
IP-40900190,INPATIENT,HCHG CORE LA (SS B) AB,86235,,302,$123.00 ,$73.80 ,$100.86 ,$94.71 ,,,$100.86 ,$94.71 ,,,,,,,,,$100.86 ,$94.71 ,,$100.86 ,$94.71 ,,,$93.48 ,,$95.94 ,,,,$100.86 ,$94.71 ,,,,,$93.48 ,$100.86 
IP-40900191,INPATIENT,HCHG CORE T3 TOTAL,84480,,301,$183.00 ,$109.80 ,$150.06 ,$140.91 ,,,$150.06 ,$140.91 ,,,,,,,,,$150.06 ,$140.91 ,,$150.06 ,$140.91 ,,,$139.08 ,,$142.74 ,,,,$150.06 ,$140.91 ,,,,,$139.08 ,$150.06 
IP-40900192,INPATIENT,HCHG CORE THYROXINE (T4),84436,,301,$116.00 ,$69.60 ,$95.12 ,$89.32 ,,,$95.12 ,$89.32 ,,,,,,,,,$95.12 ,$89.32 ,,$95.12 ,$89.32 ,,,$88.16 ,,$90.48 ,,,,$95.12 ,$89.32 ,,,,,$88.16 ,$95.12 
IP-40900193,INPATIENT,HCHG CORE FREE T4,84439,,301,$196.00 ,$117.60 ,$160.72 ,$150.92 ,,,$160.72 ,$150.92 ,,,,,,,,,$160.72 ,$150.92 ,,$160.72 ,$150.92 ,,,$148.96 ,,$152.88 ,,,,$160.72 ,$150.92 ,,,,,$148.96 ,$160.72 
IP-40900194,INPATIENT,HCHG CORE T LYMPH CD4 (HELPER) CNT,86361,,302,$759.00 ,$455.40 ,$622.38 ,$584.43 ,,,$622.38 ,$584.43 ,,,,,,,,,$622.38 ,$584.43 ,,$622.38 ,$584.43 ,,,$576.84 ,,$592.02 ,,,,$622.38 ,$584.43 ,,,,,$576.84 ,$622.38 
IP-40900195,INPATIENT,HCHG CORE THYROGLOBULIN AB,86800,,302,$119.00 ,$71.40 ,$97.58 ,$91.63 ,,,$97.58 ,$91.63 ,,,,,,,,,$97.58 ,$91.63 ,,$97.58 ,$91.63 ,,,$90.44 ,,$92.82 ,,,,$97.58 ,$91.63 ,,,,,$90.44 ,$97.58 
IP-40900196,INPATIENT,HCHG CORE THYROGLOBULIN,84432,,301,$161.00 ,$96.60 ,$132.02 ,$123.97 ,,,$132.02 ,$123.97 ,,,,,,,,,$132.02 ,$123.97 ,,$132.02 ,$123.97 ,,,$122.36 ,,$125.58 ,,,,$132.02 ,$123.97 ,,,,,$122.36 ,$132.02 
IP-40900197,INPATIENT,HCHG CORE IRON BINDING CAPACITY,83550,,301,$122.00 ,$73.20 ,$100.04 ,$93.94 ,,,$100.04 ,$93.94 ,,,,,,,,,$100.04 ,$93.94 ,,$100.04 ,$93.94 ,,,$92.72 ,,$95.16 ,,,,$100.04 ,$93.94 ,,,,,$92.72 ,$100.04 
IP-40900198,INPATIENT,HCHG CORE TOBRAMYCIN TR,80200,,301,$317.00 ,$190.20 ,$259.94 ,$244.09 ,,,$259.94 ,$244.09 ,,,,,,,,,$259.94 ,$244.09 ,,$259.94 ,$244.09 ,,,$240.92 ,,$247.26 ,,,,$259.94 ,$244.09 ,,,,,$240.92 ,$259.94 
IP-40900200,INPATIENT,HCHG CORE TOBRAMYCIN PK,80200,,301,$317.00 ,$190.20 ,$259.94 ,$244.09 ,,,$259.94 ,$244.09 ,,,,,,,,,$259.94 ,$244.09 ,,$259.94 ,$244.09 ,,,$240.92 ,,$247.26 ,,,,$259.94 ,$244.09 ,,,,,$240.92 ,$259.94 
IP-40900201,INPATIENT,HCHG CORE TOXOPLAS AB,86777,,302,$186.00 ,$111.60 ,$152.52 ,$143.22 ,,,$152.52 ,$143.22 ,,,,,,,,,$152.52 ,$143.22 ,,$152.52 ,$143.22 ,,,$141.36 ,,$145.08 ,,,,$152.52 ,$143.22 ,,,,,$141.36 ,$152.52 
IP-40900202,INPATIENT,HCHG CORE TOXOPLAS AB IGM,86778,,302,$227.00 ,$136.20 ,$186.14 ,$174.79 ,,,$186.14 ,$174.79 ,,,,,,,,,$186.14 ,$174.79 ,,$186.14 ,$174.79 ,,,$172.52 ,,$177.06 ,,,,$186.14 ,$174.79 ,,,,,$172.52 ,$186.14 
IP-40900204,INPATIENT,HCHG CORE CULT TYP BY NA PRB DPT EA,87149,,306,$126.00 ,$75.60 ,$103.32 ,$97.02 ,,,$103.32 ,$97.02 ,,,,,,,,,$103.32 ,$97.02 ,,$103.32 ,$97.02 ,,,$95.76 ,,$98.28 ,,,,$103.32 ,$97.02 ,,,,,$95.76 ,$103.32 
IP-40900205,INPATIENT,HCHG CORE TSH,84443,,301,$271.00 ,$162.60 ,$222.22 ,$208.67 ,,,$222.22 ,$208.67 ,,,,,,,,,$222.22 ,$208.67 ,,$222.22 ,$208.67 ,,,$205.96 ,,$211.38 ,,,,$222.22 ,$208.67 ,,,,,$205.96 ,$222.22 
IP-40900206,INPATIENT,HCHG CORE MICROALBUMIN UR RAN,82043,,301,$103.00 ,$61.80 ,$84.46 ,$79.31 ,,,$84.46 ,$79.31 ,,,,,,,,,$84.46 ,$79.31 ,,$84.46 ,$79.31 ,,,$78.28 ,,$80.34 ,,,,$84.46 ,$79.31 ,,,,,$78.28 ,$84.46 
IP-40900207,INPATIENT,HCHG CORE CREATININE UR RAN,82570,,301,$114.00 ,$68.40 ,$93.48 ,$87.78 ,,,$93.48 ,$87.78 ,,,,,,,,,$93.48 ,$87.78 ,,$93.48 ,$87.78 ,,,$86.64 ,,$88.92 ,,,,$93.48 ,$87.78 ,,,,,$86.64 ,$93.48 
IP-40900208,INPATIENT,HCHG CORE AMYLASE UR RAN,82150,,301,$203.00 ,$121.80 ,$166.46 ,$156.31 ,,,$166.46 ,$156.31 ,,,,,,,,,$166.46 ,$156.31 ,,$166.46 ,$156.31 ,,,$154.28 ,,$158.34 ,,,,$166.46 ,$156.31 ,,,,,$154.28 ,$166.46 
