Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem CalPERS EPO,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Partnership Health Plan,Stanford Advantage Medicare Adv_ HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
IP-41200124,INPATIENT,HCHG REF DNA PROBE CYTOGENETICS EA,88271,,311,$38.00 ,$30.40 ,$32.68 ,$32.68 ,$32.68 ,,$32.30 ,$32.30 ,$31.16 ,$32.30 ,$32.30 ,,$32.30 ,$32.30 ,$32.30 ,$32.30 ,,$35.34 ,$35.34 ,$35.34 ,$34.20 ,$34.20 ,$34.20 ,,$34.20 ,,$34.20 ,,,$34.20 ,$34.20 ,$34.20 ,,$34.20 ,$34.20 ,$31.16 ,$35.34 
IP-41200126,INPATIENT,HCHG REF DNA PROBE CYTOGENETICS 10-30 CELLS,88273,,311,$88.00 ,$70.40 ,$75.68 ,$75.68 ,$75.68 ,,$74.80 ,$74.80 ,$72.16 ,$74.80 ,$74.80 ,,$74.80 ,$74.80 ,$74.80 ,$74.80 ,,$81.84 ,$81.84 ,$81.84 ,$79.20 ,$79.20 ,$79.20 ,,$79.20 ,,$79.20 ,,,$79.20 ,$79.20 ,$79.20 ,,$79.20 ,$79.20 ,$72.16 ,$81.84 
IP-41200128,INPATIENT,HCHG REF DNA PROBE CYTOGENETICS >100,88275,,311,$62.00 ,$49.60 ,$53.32 ,$53.32 ,$53.32 ,,$52.70 ,$52.70 ,$50.84 ,$52.70 ,$52.70 ,,$52.70 ,$52.70 ,$52.70 ,$52.70 ,,$57.66 ,$57.66 ,$57.66 ,$55.80 ,$55.80 ,$55.80 ,,$55.80 ,,$55.80 ,,,$55.80 ,$55.80 ,$55.80 ,,$55.80 ,$55.80 ,$50.84 ,$57.66 
IP-41200134,INPATIENT,HCHG REF CHROMOSOME HI RESOLUTION BANDING,88289,,311,$50.00 ,$40.00 ,$43.00 ,$43.00 ,$43.00 ,,$42.50 ,$42.50 ,$41.00 ,$42.50 ,$42.50 ,,$42.50 ,$42.50 ,$42.50 ,$42.50 ,,$46.50 ,$46.50 ,$46.50 ,$45.00 ,$45.00 ,$45.00 ,,$45.00 ,,$45.00 ,,,$45.00 ,$45.00 ,$45.00 ,,$45.00 ,$45.00 ,$41.00 ,$46.50 
IP-41200144,INPATIENT,HCHG REF IMMUNOHISTO AB STAIN INITIAL SINGLE AB,88342,,310,$143.00 ,$114.40 ,$122.98 ,$122.98 ,$122.98 ,,$121.55 ,$121.55 ,$117.26 ,$121.55 ,$121.55 ,,$121.55 ,$121.55 ,$121.55 ,$121.55 ,,$132.99 ,$132.99 ,$132.99 ,$128.70 ,$128.70 ,$128.70 ,,$128.70 ,,$128.70 ,,,$128.70 ,$128.70 ,$128.70 ,,$128.70 ,$128.70 ,$117.26 ,$132.99 
IP-41200145,INPATIENT,HCHG REF IMMUNOHISTO ANTIBODY SLIDE EA ADD,88341,,310,$176.20 ,$140.96 ,$151.53 ,$151.53 ,$151.53 ,,$149.77 ,$149.77 ,$144.48 ,$149.77 ,$149.77 ,,$149.77 ,$149.77 ,$149.77 ,$149.77 ,,$163.87 ,$163.87 ,$163.87 ,$158.58 ,$158.58 ,$158.58 ,,$158.58 ,,$158.58 ,,,$158.58 ,$158.58 ,$158.58 ,,$158.58 ,$158.58 ,$144.48 ,$163.87 
IP-41200149,INPATIENT,HCHG REF NEO CELL MARKER INTERPRET 2-8,88187,,311,$75.00 ,$60.00 ,$64.50 ,$64.50 ,$64.50 ,,$63.75 ,$63.75 ,$61.50 ,$63.75 ,$63.75 ,,$63.75 ,$63.75 ,$63.75 ,$63.75 ,,$69.75 ,$69.75 ,$69.75 ,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,,$67.50 ,,,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$61.50 ,$69.75 
IP-41200150,INPATIENT,HCHG REF NEO CELL MARKER INTERPRET 9-15,88188,,311,$75.00 ,$60.00 ,$64.50 ,$64.50 ,$64.50 ,,$63.75 ,$63.75 ,$61.50 ,$63.75 ,$63.75 ,,$63.75 ,$63.75 ,$63.75 ,$63.75 ,,$69.75 ,$69.75 ,$69.75 ,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,,$67.50 ,,,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$61.50 ,$69.75 
IP-41200154,INPATIENT,HCHG REF NEO SITU HYBRID MANUAL EA ADD MULTI,88377,,310,$260.00 ,$208.00 ,$223.60 ,$223.60 ,$223.60 ,,$221.00 ,$221.00 ,$213.20 ,$221.00 ,$221.00 ,,$221.00 ,$221.00 ,$221.00 ,$221.00 ,,$241.80 ,$241.80 ,$241.80 ,$234.00 ,$234.00 ,$234.00 ,,$234.00 ,,$234.00 ,,,$234.00 ,$234.00 ,$234.00 ,,$234.00 ,$234.00 ,$213.20 ,$241.80 
IP-41200155,INPATIENT,HCHG REF NEO INSITU HYBRIDIZATION (FISH) EA ADD,88364,,310,$65.00 ,$52.00 ,$55.90 ,$55.90 ,$55.90 ,,$55.25 ,$55.25 ,$53.30 ,$55.25 ,$55.25 ,,$55.25 ,$55.25 ,$55.25 ,$55.25 ,,$60.45 ,$60.45 ,$60.45 ,$58.50 ,$58.50 ,$58.50 ,,$58.50 ,,$58.50 ,,,$58.50 ,$58.50 ,$58.50 ,,$58.50 ,$58.50 ,$53.30 ,$60.45 
IP-41200156,INPATIENT,HCHG REF NEO IMMUNOHISTO AB SLIDE EA ADD,88341,,310,$55.00 ,$44.00 ,$47.30 ,$47.30 ,$47.30 ,,$46.75 ,$46.75 ,$45.10 ,$46.75 ,$46.75 ,,$46.75 ,$46.75 ,$46.75 ,$46.75 ,,$51.15 ,$51.15 ,$51.15 ,$49.50 ,$49.50 ,$49.50 ,,$49.50 ,,$49.50 ,,,$49.50 ,$49.50 ,$49.50 ,,$49.50 ,$49.50 ,$45.10 ,$51.15 
IP-41200157,INPATIENT,HCHG REF NEO IMMUNOHISTO AB STAIN INITIAL SINGLE AB,88342,,310,$55.00 ,$44.00 ,$47.30 ,$47.30 ,$47.30 ,,$46.75 ,$46.75 ,$45.10 ,$46.75 ,$46.75 ,,$46.75 ,$46.75 ,$46.75 ,$46.75 ,,$51.15 ,$51.15 ,$51.15 ,$49.50 ,$49.50 ,$49.50 ,,$49.50 ,,$49.50 ,,,$49.50 ,$49.50 ,$49.50 ,,$49.50 ,$49.50 ,$45.10 ,$51.15 
IP-41200158,INPATIENT,HCHG REF NEO REF CONSULT W SLIDE PREP,88323,,312,$57.00 ,$45.60 ,$49.02 ,$49.02 ,$49.02 ,,$48.45 ,$48.45 ,$46.74 ,$48.45 ,$48.45 ,,$48.45 ,$48.45 ,$48.45 ,$48.45 ,,$53.01 ,$53.01 ,$53.01 ,$51.30 ,$51.30 ,$51.30 ,,$51.30 ,,$51.30 ,,,$51.30 ,$51.30 ,$51.30 ,,$51.30 ,$51.30 ,$46.74 ,$53.01 
IP-42000000,INPATIENT,HCHG BASIC METABOLIC PANEL,80048,,301,$309.00 ,$247.20 ,$265.74 ,$265.74 ,$265.74 ,,$262.65 ,$262.65 ,$253.38 ,$262.65 ,$262.65 ,,$262.65 ,$262.65 ,$262.65 ,$262.65 ,,$287.37 ,$287.37 ,$287.37 ,$278.10 ,$278.10 ,$278.10 ,,$278.10 ,,$278.10 ,,,$278.10 ,$278.10 ,$278.10 ,,$278.10 ,$278.10 ,$253.38 ,$287.37 
IP-42000001,INPATIENT,HCHG GENERAL HEALTH PANEL,80050,,301,$403.00 ,$322.40 ,$346.58 ,$346.58 ,$346.58 ,,$342.55 ,$342.55 ,$330.46 ,$342.55 ,$342.55 ,,$342.55 ,$342.55 ,$342.55 ,$342.55 ,,$374.79 ,$374.79 ,$374.79 ,$362.70 ,$362.70 ,$362.70 ,,$362.70 ,,$362.70 ,,,$362.70 ,$362.70 ,$362.70 ,,$362.70 ,$362.70 ,$330.46 ,$374.79 
IP-42000002,INPATIENT,HCHG ELECTROLYTE PANEL,80051,,301,$132.00 ,$105.60 ,$113.52 ,$113.52 ,$113.52 ,,$112.20 ,$112.20 ,$108.24 ,$112.20 ,$112.20 ,,$112.20 ,$112.20 ,$112.20 ,$112.20 ,,$122.76 ,$122.76 ,$122.76 ,$118.80 ,$118.80 ,$118.80 ,,$118.80 ,,$118.80 ,,,$118.80 ,$118.80 ,$118.80 ,,$118.80 ,$118.80 ,$108.24 ,$122.76 
IP-42000003,INPATIENT,HCHG PRENATAL OBSTETRIC PANEL W/HIV,80081,,301,$692.00 ,$553.60 ,$595.12 ,$595.12 ,$595.12 ,,$588.20 ,$588.20 ,$567.44 ,$588.20 ,$588.20 ,,$588.20 ,$588.20 ,$588.20 ,$588.20 ,,$643.56 ,$643.56 ,$643.56 ,$622.80 ,$622.80 ,$622.80 ,,$622.80 ,,$622.80 ,,,$622.80 ,$622.80 ,$622.80 ,,$622.80 ,$622.80 ,$567.44 ,$643.56 
IP-42000004,INPATIENT,HCHG COMPREHENSIVE METABOLIC PANEL,80053,,301,$362.00 ,$289.60 ,$311.32 ,$311.32 ,$311.32 ,,$307.70 ,$307.70 ,$296.84 ,$307.70 ,$307.70 ,,$307.70 ,$307.70 ,$307.70 ,$307.70 ,,$336.66 ,$336.66 ,$336.66 ,$325.80 ,$325.80 ,$325.80 ,,$325.80 ,,$325.80 ,,,$325.80 ,$325.80 ,$325.80 ,,$325.80 ,$325.80 ,$296.84 ,$336.66 
IP-42000005,INPATIENT,HCHG PRENATAL PANEL,80055,,301,$98.00 ,$78.40 ,$84.28 ,$84.28 ,$84.28 ,,$83.30 ,$83.30 ,$80.36 ,$83.30 ,$83.30 ,,$83.30 ,$83.30 ,$83.30 ,$83.30 ,,$91.14 ,$91.14 ,$91.14 ,$88.20 ,$88.20 ,$88.20 ,,$88.20 ,,$88.20 ,,,$88.20 ,$88.20 ,$88.20 ,,$88.20 ,$88.20 ,$80.36 ,$91.14 
IP-42000006,INPATIENT,HCHG LIPID PANEL,80061,,301,$336.00 ,$268.80 ,$288.96 ,$288.96 ,$288.96 ,,$285.60 ,$285.60 ,$275.52 ,$285.60 ,$285.60 ,,$285.60 ,$285.60 ,$285.60 ,$285.60 ,,$312.48 ,$312.48 ,$312.48 ,$302.40 ,$302.40 ,$302.40 ,,$302.40 ,,$302.40 ,,,$302.40 ,$302.40 ,$302.40 ,,$302.40 ,$302.40 ,$275.52 ,$312.48 
IP-42000007,INPATIENT,HCHG RENAL FUNCTION PANEL,80069,,301,$237.00 ,$189.60 ,$203.82 ,$203.82 ,$203.82 ,,$201.45 ,$201.45 ,$194.34 ,$201.45 ,$201.45 ,,$201.45 ,$201.45 ,$201.45 ,$201.45 ,,$220.41 ,$220.41 ,$220.41 ,$213.30 ,$213.30 ,$213.30 ,,$213.30 ,,$213.30 ,,,$213.30 ,$213.30 ,$213.30 ,,$213.30 ,$213.30 ,$194.34 ,$220.41 
IP-42000009,INPATIENT,HCHG HEPATIC FUNCTION PANEL,80076,,301,$302.00 ,$241.60 ,$259.72 ,$259.72 ,$259.72 ,,$256.70 ,$256.70 ,$247.64 ,$256.70 ,$256.70 ,,$256.70 ,$256.70 ,$256.70 ,$256.70 ,,$280.86 ,$280.86 ,$280.86 ,$271.80 ,$271.80 ,$271.80 ,,$271.80 ,,$271.80 ,,,$271.80 ,$271.80 ,$271.80 ,,$271.80 ,$271.80 ,$247.64 ,$280.86 
IP-42000101,INPATIENT,HCHG TEST BLOOD FECAL ASSAY,82274,,301,$78.00 ,$62.40 ,$67.08 ,$67.08 ,$67.08 ,,$66.30 ,$66.30 ,$63.96 ,$66.30 ,$66.30 ,,$66.30 ,$66.30 ,$66.30 ,$66.30 ,,$72.54 ,$72.54 ,$72.54 ,$70.20 ,$70.20 ,$70.20 ,,$70.20 ,,$70.20 ,,,$70.20 ,$70.20 ,$70.20 ,,$70.20 ,$70.20 ,$63.96 ,$72.54 
IP-42050006,INPATIENT,HCHG CARBAMAZEPINE TOTAL,80156,,301,$224.00 ,$179.20 ,$192.64 ,$192.64 ,$192.64 ,,$190.40 ,$190.40 ,$183.68 ,$190.40 ,$190.40 ,,$190.40 ,$190.40 ,$190.40 ,$190.40 ,,$208.32 ,$208.32 ,$208.32 ,$201.60 ,$201.60 ,$201.60 ,,$201.60 ,,$201.60 ,,,$201.60 ,$201.60 ,$201.60 ,,$201.60 ,$201.60 ,$183.68 ,$208.32 
IP-42050010,INPATIENT,HCHG DIGOXIN TOTAL,80162,,301,$233.00 ,$186.40 ,$200.38 ,$200.38 ,$200.38 ,,$198.05 ,$198.05 ,$191.06 ,$198.05 ,$198.05 ,,$198.05 ,$198.05 ,$198.05 ,$198.05 ,,$216.69 ,$216.69 ,$216.69 ,$209.70 ,$209.70 ,$209.70 ,,$209.70 ,,$209.70 ,,,$209.70 ,$209.70 ,$209.70 ,,$209.70 ,$209.70 ,$191.06 ,$216.69 
IP-42050011,INPATIENT,HCHG VALPROIC ACID TOTAL,80164,,301,$246.00 ,$196.80 ,$211.56 ,$211.56 ,$211.56 ,,$209.10 ,$209.10 ,$201.72 ,$209.10 ,$209.10 ,,$209.10 ,$209.10 ,$209.10 ,$209.10 ,,$228.78 ,$228.78 ,$228.78 ,$221.40 ,$221.40 ,$221.40 ,,$221.40 ,,$221.40 ,,,$221.40 ,$221.40 ,$221.40 ,,$221.40 ,$221.40 ,$201.72 ,$228.78 
IP-42050014,INPATIENT,HCHG GENTAMICIN PEAK,80170,,301,$152.00 ,$121.60 ,$130.72 ,$130.72 ,$130.72 ,,$129.20 ,$129.20 ,$124.64 ,$129.20 ,$129.20 ,,$129.20 ,$129.20 ,$129.20 ,$129.20 ,,$141.36 ,$141.36 ,$141.36 ,$136.80 ,$136.80 ,$136.80 ,,$136.80 ,,$136.80 ,,,$136.80 ,$136.80 ,$136.80 ,,$136.80 ,$136.80 ,$124.64 ,$141.36 
IP-42050015,INPATIENT,HCHG GENTAMICIN RANDOM,80170,,301,$152.00 ,$121.60 ,$130.72 ,$130.72 ,$130.72 ,,$129.20 ,$129.20 ,$124.64 ,$129.20 ,$129.20 ,,$129.20 ,$129.20 ,$129.20 ,$129.20 ,,$141.36 ,$141.36 ,$141.36 ,$136.80 ,$136.80 ,$136.80 ,,$136.80 ,,$136.80 ,,,$136.80 ,$136.80 ,$136.80 ,,$136.80 ,$136.80 ,$124.64 ,$141.36 
IP-42050016,INPATIENT,HCHG GENTAMICIN TROUGH,80170,,301,$152.00 ,$121.60 ,$130.72 ,$130.72 ,$130.72 ,,$129.20 ,$129.20 ,$124.64 ,$129.20 ,$129.20 ,,$129.20 ,$129.20 ,$129.20 ,$129.20 ,,$141.36 ,$141.36 ,$141.36 ,$136.80 ,$136.80 ,$136.80 ,,$136.80 ,,$136.80 ,,,$136.80 ,$136.80 ,$136.80 ,,$136.80 ,$136.80 ,$124.64 ,$141.36 
IP-42050021,INPATIENT,HCHG LITHIUM,80178,,301,$146.00 ,$116.80 ,$125.56 ,$125.56 ,$125.56 ,,$124.10 ,$124.10 ,$119.72 ,$124.10 ,$124.10 ,,$124.10 ,$124.10 ,$124.10 ,$124.10 ,,$135.78 ,$135.78 ,$135.78 ,$131.40 ,$131.40 ,$131.40 ,,$131.40 ,,$131.40 ,,,$131.40 ,$131.40 ,$131.40 ,,$131.40 ,$131.40 ,$119.72 ,$135.78 
IP-42050023,INPATIENT,HCHG PHENOBARBITAL,80184,,301,$233.00 ,$186.40 ,$200.38 ,$200.38 ,$200.38 ,,$198.05 ,$198.05 ,$191.06 ,$198.05 ,$198.05 ,,$198.05 ,$198.05 ,$198.05 ,$198.05 ,,$216.69 ,$216.69 ,$216.69 ,$209.70 ,$209.70 ,$209.70 ,,$209.70 ,,$209.70 ,,,$209.70 ,$209.70 ,$209.70 ,,$209.70 ,$209.70 ,$191.06 ,$216.69 
IP-42050024,INPATIENT,HCHG PHENYTOIN TOTAL,80185,,301,$256.00 ,$204.80 ,$220.16 ,$220.16 ,$220.16 ,,$217.60 ,$217.60 ,$209.92 ,$217.60 ,$217.60 ,,$217.60 ,$217.60 ,$217.60 ,$217.60 ,,$238.08 ,$238.08 ,$238.08 ,$230.40 ,$230.40 ,$230.40 ,,$230.40 ,,$230.40 ,,,$230.40 ,$230.40 ,$230.40 ,,$230.40 ,$230.40 ,$209.92 ,$238.08 
IP-42050031,INPATIENT,HCHG SALICYLATE,80179,,301,$84.00 ,$67.20 ,$72.24 ,$72.24 ,$72.24 ,,$71.40 ,$71.40 ,$68.88 ,$71.40 ,$71.40 ,,$71.40 ,$71.40 ,$71.40 ,$71.40 ,,$78.12 ,$78.12 ,$78.12 ,$75.60 ,$75.60 ,$75.60 ,,$75.60 ,,$75.60 ,,,$75.60 ,$75.60 ,$75.60 ,,$75.60 ,$75.60 ,$68.88 ,$78.12 
IP-42050038,INPATIENT,HCHG VANCOMYCIN PEAK,80202,,301,$294.00 ,$235.20 ,$252.84 ,$252.84 ,$252.84 ,,$249.90 ,$249.90 ,$241.08 ,$249.90 ,$249.90 ,,$249.90 ,$249.90 ,$249.90 ,$249.90 ,,$273.42 ,$273.42 ,$273.42 ,$264.60 ,$264.60 ,$264.60 ,,$264.60 ,,$264.60 ,,,$264.60 ,$264.60 ,$264.60 ,,$264.60 ,$264.60 ,$241.08 ,$273.42 
IP-42050039,INPATIENT,HCHG VANCOMYCIN RANDOM,80202,,301,$294.00 ,$235.20 ,$252.84 ,$252.84 ,$252.84 ,,$249.90 ,$249.90 ,$241.08 ,$249.90 ,$249.90 ,,$249.90 ,$249.90 ,$249.90 ,$249.90 ,,$273.42 ,$273.42 ,$273.42 ,$264.60 ,$264.60 ,$264.60 ,,$264.60 ,,$264.60 ,,,$264.60 ,$264.60 ,$264.60 ,,$264.60 ,$264.60 ,$241.08 ,$273.42 
IP-42050040,INPATIENT,HCHG VANCOMYCIN TROUGH,80202,,301,$294.00 ,$235.20 ,$252.84 ,$252.84 ,$252.84 ,,$249.90 ,$249.90 ,$241.08 ,$249.90 ,$249.90 ,,$249.90 ,$249.90 ,$249.90 ,$249.90 ,,$273.42 ,$273.42 ,$273.42 ,$264.60 ,$264.60 ,$264.60 ,,$264.60 ,,$264.60 ,,,$264.60 ,$264.60 ,$264.60 ,,$264.60 ,$264.60 ,$241.08 ,$273.42 
IP-42100000,INPATIENT,HCHG ACETAMINOPHEN,80143,,301,$184.00 ,$147.20 ,$158.24 ,$158.24 ,$158.24 ,,$156.40 ,$156.40 ,$150.88 ,$156.40 ,$156.40 ,,$156.40 ,$156.40 ,$156.40 ,$156.40 ,,$171.12 ,$171.12 ,$171.12 ,$165.60 ,$165.60 ,$165.60 ,,$165.60 ,,$165.60 ,,,$165.60 ,$165.60 ,$165.60 ,,$165.60 ,$165.60 ,$150.88 ,$171.12 
IP-42100002,INPATIENT,HCHG KETONES QUANTITATIVE,82010,,301,$159.00 ,$127.20 ,$136.74 ,$136.74 ,$136.74 ,,$135.15 ,$135.15 ,$130.38 ,$135.15 ,$135.15 ,,$135.15 ,$135.15 ,$135.15 ,$135.15 ,,$147.87 ,$147.87 ,$147.87 ,$143.10 ,$143.10 ,$143.10 ,,$143.10 ,,$143.10 ,,,$143.10 ,$143.10 ,$143.10 ,,$143.10 ,$143.10 ,$130.38 ,$147.87 
IP-42100006,INPATIENT,HCHG ALBUMIN,82040,,301,$73.00 ,$58.40 ,$62.78 ,$62.78 ,$62.78 ,,$62.05 ,$62.05 ,$59.86 ,$62.05 ,$62.05 ,,$62.05 ,$62.05 ,$62.05 ,$62.05 ,,$67.89 ,$67.89 ,$67.89 ,$65.70 ,$65.70 ,$65.70 ,,$65.70 ,,$65.70 ,,,$65.70 ,$65.70 ,$65.70 ,,$65.70 ,$65.70 ,$59.86 ,$67.89 
IP-42100007,INPATIENT,HCHG ALBUMIN OTHER SOURCE QN EA,82042,,301,$72.00 ,$57.60 ,$61.92 ,$61.92 ,$61.92 ,,$61.20 ,$61.20 ,$59.04 ,$61.20 ,$61.20 ,,$61.20 ,$61.20 ,$61.20 ,$61.20 ,,$66.96 ,$66.96 ,$66.96 ,$64.80 ,$64.80 ,$64.80 ,,$64.80 ,,$64.80 ,,,$64.80 ,$64.80 ,$64.80 ,,$64.80 ,$64.80 ,$59.04 ,$66.96 
IP-42100010,INPATIENT,HCHG MICROALBUMIN URINE RANDOM,82043,,301,$82.00 ,$65.60 ,$70.52 ,$70.52 ,$70.52 ,,$69.70 ,$69.70 ,$67.24 ,$69.70 ,$69.70 ,,$69.70 ,$69.70 ,$69.70 ,$69.70 ,,$76.26 ,$76.26 ,$76.26 ,$73.80 ,$73.80 ,$73.80 ,,$73.80 ,,$73.80 ,,,$73.80 ,$73.80 ,$73.80 ,,$73.80 ,$73.80 ,$67.24 ,$76.26 
IP-42100012,INPATIENT,HCHG ALCOHOLS BLOOD,82077,,301,$500.00 ,$400.00 ,$430.00 ,$430.00 ,$430.00 ,,$425.00 ,$425.00 ,$410.00 ,$425.00 ,$425.00 ,,$425.00 ,$425.00 ,$425.00 ,$425.00 ,,$465.00 ,$465.00 ,$465.00 ,$450.00 ,$450.00 ,$450.00 ,,$450.00 ,,$450.00 ,,,$450.00 ,$450.00 ,$450.00 ,,$450.00 ,$450.00 ,$410.00 ,$465.00 
IP-42100013,INPATIENT,HCHG ALCOHOLS URINE,80307,,301,$533.00 ,$426.40 ,$458.38 ,$458.38 ,$458.38 ,,$453.05 ,$453.05 ,$437.06 ,$453.05 ,$453.05 ,,$453.05 ,$453.05 ,$453.05 ,$453.05 ,,$495.69 ,$495.69 ,$495.69 ,$479.70 ,$479.70 ,$479.70 ,,$479.70 ,,$479.70 ,,,$479.70 ,$479.70 ,$479.70 ,,$479.70 ,$479.70 ,$437.06 ,$495.69 
IP-42100036,INPATIENT,HCHG AMMONIA,82140,,301,$286.00 ,$228.80 ,$245.96 ,$245.96 ,$245.96 ,,$243.10 ,$243.10 ,$234.52 ,$243.10 ,$243.10 ,,$243.10 ,$243.10 ,$243.10 ,$243.10 ,,$265.98 ,$265.98 ,$265.98 ,$257.40 ,$257.40 ,$257.40 ,,$257.40 ,,$257.40 ,,,$257.40 ,$257.40 ,$257.40 ,,$257.40 ,$257.40 ,$234.52 ,$265.98 
IP-42100040,INPATIENT,HCHG AMYLASE,82150,,301,$203.00 ,$162.40 ,$174.58 ,$174.58 ,$174.58 ,,$172.55 ,$172.55 ,$166.46 ,$172.55 ,$172.55 ,,$172.55 ,$172.55 ,$172.55 ,$172.55 ,,$188.79 ,$188.79 ,$188.79 ,$182.70 ,$182.70 ,$182.70 ,,$182.70 ,,$182.70 ,,,$182.70 ,$182.70 ,$182.70 ,,$182.70 ,$182.70 ,$166.46 ,$188.79 
IP-42100041,INPATIENT,HCHG AMYLASE FLUID,82150,,301,$203.00 ,$162.40 ,$174.58 ,$174.58 ,$174.58 ,,$172.55 ,$172.55 ,$166.46 ,$172.55 ,$172.55 ,,$172.55 ,$172.55 ,$172.55 ,$172.55 ,,$188.79 ,$188.79 ,$188.79 ,$182.70 ,$182.70 ,$182.70 ,,$182.70 ,,$182.70 ,,,$182.70 ,$182.70 ,$182.70 ,,$182.70 ,$182.70 ,$166.46 ,$188.79 
IP-42100042,INPATIENT,HCHG AMYLASE URINE 2HR,82150,,301,$203.00 ,$162.40 ,$174.58 ,$174.58 ,$174.58 ,,$172.55 ,$172.55 ,$166.46 ,$172.55 ,$172.55 ,,$172.55 ,$172.55 ,$172.55 ,$172.55 ,,$188.79 ,$188.79 ,$188.79 ,$182.70 ,$182.70 ,$182.70 ,,$182.70 ,,$182.70 ,,,$182.70 ,$182.70 ,$182.70 ,,$182.70 ,$182.70 ,$166.46 ,$188.79 
IP-42100043,INPATIENT,HCHG AMYLASE URINE RANDOM,82150,,301,$203.00 ,$162.40 ,$174.58 ,$174.58 ,$174.58 ,,$172.55 ,$172.55 ,$166.46 ,$172.55 ,$172.55 ,,$172.55 ,$172.55 ,$172.55 ,$172.55 ,,$188.79 ,$188.79 ,$188.79 ,$182.70 ,$182.70 ,$182.70 ,,$182.70 ,,$182.70 ,,,$182.70 ,$182.70 ,$182.70 ,,$182.70 ,$182.70 ,$166.46 ,$188.79 
IP-42100044,INPATIENT,HCHG AMYLASE URINE TIMED,82150,,301,$203.00 ,$162.40 ,$174.58 ,$174.58 ,$174.58 ,,$172.55 ,$172.55 ,$166.46 ,$172.55 ,$172.55 ,,$172.55 ,$172.55 ,$172.55 ,$172.55 ,,$188.79 ,$188.79 ,$188.79 ,$182.70 ,$182.70 ,$182.70 ,,$182.70 ,,$182.70 ,,,$182.70 ,$182.70 ,$182.70 ,,$182.70 ,$182.70 ,$166.46 ,$188.79 
IP-42100063,INPATIENT,HCHG BILIRUBIN NEONATAL,82247,,301,$104.00 ,$83.20 ,$89.44 ,$89.44 ,$89.44 ,,$88.40 ,$88.40 ,$85.28 ,$88.40 ,$88.40 ,,$88.40 ,$88.40 ,$88.40 ,$88.40 ,,$96.72 ,$96.72 ,$96.72 ,$93.60 ,$93.60 ,$93.60 ,,$93.60 ,,$93.60 ,,,$93.60 ,$93.60 ,$93.60 ,,$93.60 ,$93.60 ,$85.28 ,$96.72 
IP-42100064,INPATIENT,HCHG BILIRUBIN TOTAL,82247,,301,$104.00 ,$83.20 ,$89.44 ,$89.44 ,$89.44 ,,$88.40 ,$88.40 ,$85.28 ,$88.40 ,$88.40 ,,$88.40 ,$88.40 ,$88.40 ,$88.40 ,,$96.72 ,$96.72 ,$96.72 ,$93.60 ,$93.60 ,$93.60 ,,$93.60 ,,$93.60 ,,,$93.60 ,$93.60 ,$93.60 ,,$93.60 ,$93.60 ,$85.28 ,$96.72 
IP-42100065,INPATIENT,HCHG BILIRUBIN DIRECT,82248,,301,$94.00 ,$75.20 ,$80.84 ,$80.84 ,$80.84 ,,$79.90 ,$79.90 ,$77.08 ,$79.90 ,$79.90 ,,$79.90 ,$79.90 ,$79.90 ,$79.90 ,,$87.42 ,$87.42 ,$87.42 ,$84.60 ,$84.60 ,$84.60 ,,$84.60 ,,$84.60 ,,,$84.60 ,$84.60 ,$84.60 ,,$84.60 ,$84.60 ,$77.08 ,$87.42 
IP-42100067,INPATIENT,HCHG OCCULT BLOOD QUALITATIVE,82271,,301,$66.00 ,$52.80 ,$56.76 ,$56.76 ,$56.76 ,,$56.10 ,$56.10 ,$54.12 ,$56.10 ,$56.10 ,,$56.10 ,$56.10 ,$56.10 ,$56.10 ,,$61.38 ,$61.38 ,$61.38 ,$59.40 ,$59.40 ,$59.40 ,,$59.40 ,,$59.40 ,,,$59.40 ,$59.40 ,$59.40 ,,$59.40 ,$59.40 ,$54.12 ,$61.38 
