Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Central California Alliance for Health,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
IP-33000013,INPATIENT,HCHG BIPAP/CPAP/SIPAP INITIAL DAY,94660,,410,"$2,428.00 ","$1,456.80 ","$1,990.96 ","$1,869.56 ",,,"$1,990.96 ","$1,869.56 ",,,,,,,,,,"$1,990.96 ","$1,869.56 ",,"$1,990.96 ","$1,869.56 ",,,"$1,845.28 ",,"$1,893.84 ",,,"$1,990.96 ","$1,869.56 ",,,,,"$1,845.28 ","$1,990.96 "
IP-33000016,INPATIENT,HCHG CHEST PHYSIOTHERAPY INITIAL,94667,,410,$372.00 ,$223.20 ,$305.04 ,$286.44 ,,,$305.04 ,$286.44 ,,,,,,,,,,$305.04 ,$286.44 ,,$305.04 ,$286.44 ,,,$282.72 ,,$290.16 ,,,$305.04 ,$286.44 ,,,,,$282.72 ,$305.04 
IP-33000017,INPATIENT,HCHG CHEST PHYSIOTHERAPY SUBSEQUENT,94668,,410,$311.00 ,$186.60 ,$255.02 ,$239.47 ,,,$255.02 ,$239.47 ,,,,,,,,,,$255.02 ,$239.47 ,,$255.02 ,$239.47 ,,,$236.36 ,,$242.58 ,,,$255.02 ,$239.47 ,,,,,$236.36 ,$255.02 
IP-33000023,INPATIENT,HCHG AEROSOL TREATMENT DEMO/EVAL,94664,,412,$493.00 ,$295.80 ,$404.26 ,$379.61 ,,,$404.26 ,$379.61 ,,,,,,,,,,$404.26 ,$379.61 ,,$404.26 ,$379.61 ,,,$374.68 ,,$384.54 ,,,$404.26 ,$379.61 ,,,,,$374.68 ,$404.26 
IP-33000026,INPATIENT,HCHG MDI/NEB DEMO/EVAL,94664,,412,$493.00 ,$295.80 ,$404.26 ,$379.61 ,,,$404.26 ,$379.61 ,,,,,,,,,,$404.26 ,$379.61 ,,$404.26 ,$379.61 ,,,$374.68 ,,$384.54 ,,,$404.26 ,$379.61 ,,,,,$374.68 ,$404.26 
IP-33000028,INPATIENT,HCHG CONTINUOUS BREATHING TREATMENT EACH ADDITIONAL HOUR,94645,,410,$331.00 ,$198.60 ,$271.42 ,$254.87 ,,,$271.42 ,$254.87 ,,,,,,,,,,$271.42 ,$254.87 ,,$271.42 ,$254.87 ,,,$251.56 ,,$258.18 ,,,$271.42 ,$254.87 ,,,,,$251.56 ,$271.42 
IP-33000030,INPATIENT,HCHG MDI/NEBULIZER TREATMENT SUBSEQUENT,94640,,412,$585.00 ,$351.00 ,$479.70 ,$450.45 ,,,$479.70 ,$450.45 ,,,,,,,,,,$479.70 ,$450.45 ,,$479.70 ,$450.45 ,,,$444.60 ,,$456.30 ,,,$479.70 ,$450.45 ,,,,,$444.60 ,$479.70 
IP-33000037,INPATIENT,HCHG CAR SEAT/BED TEST 60 MIN,94780,,460,$663.00 ,$397.80 ,$543.66 ,$510.51 ,,,$543.66 ,$510.51 ,,,,,,,,,,$543.66 ,$510.51 ,,$543.66 ,$510.51 ,,,$503.88 ,,$517.14 ,,,$543.66 ,$510.51 ,,,,,$503.88 ,$543.66 
IP-33000038,INPATIENT,HCHG CAR SEAT/BED TEST +30 MIN,94781,,460,$292.00 ,$175.20 ,$239.44 ,$224.84 ,,,$239.44 ,$224.84 ,,,,,,,,,,$239.44 ,$224.84 ,,$239.44 ,$224.84 ,,,$221.92 ,,$227.76 ,,,$239.44 ,$224.84 ,,,,,$221.92 ,$239.44 
IP-33000046,INPATIENT,HCHG PEP THERAPY,94664,,412,$493.00 ,$295.80 ,$404.26 ,$379.61 ,,,$404.26 ,$379.61 ,,,,,,,,,,$404.26 ,$379.61 ,,$404.26 ,$379.61 ,,,$374.68 ,,$384.54 ,,,$404.26 ,$379.61 ,,,,,$374.68 ,$404.26 
IP-33050000,INPATIENT,HCHG SPIROMETRY,94010,,460,$558.00 ,$334.80 ,$457.56 ,$429.66 ,,,$457.56 ,$429.66 ,,,,,,,,,,$457.56 ,$429.66 ,,$457.56 ,$429.66 ,,,$424.08 ,,$435.24 ,,,$457.56 ,$429.66 ,,,,,$424.08 ,$457.56 
IP-33050003,INPATIENT,HCHG VITAL CAPACITY,94150,,460,$216.00 ,$129.60 ,$177.12 ,$166.32 ,,,$177.12 ,$166.32 ,,,,,,,,,,$177.12 ,$166.32 ,,$177.12 ,$166.32 ,,,$164.16 ,,$168.48 ,,,$177.12 ,$166.32 ,,,,,$164.16 ,$177.12 
IP-33050017,INPATIENT,HCHG OXYGEN UPTAKE REST,94690,,460,$91.00 ,$54.60 ,$74.62 ,$70.07 ,,,$74.62 ,$70.07 ,,,,,,,,,,$74.62 ,$70.07 ,,$74.62 ,$70.07 ,,,$69.16 ,,$70.98 ,,,$74.62 ,$70.07 ,,,,,$69.16 ,$74.62 
IP-33050033,INPATIENT,HCHG ARTERIAL PUNCTURE,36600,,410,$320.00 ,$192.00 ,$262.40 ,$246.40 ,,,$262.40 ,$246.40 ,,,,,,,,,,$262.40 ,$246.40 ,,$262.40 ,$246.40 ,,,$243.20 ,,$249.60 ,,,$262.40 ,$246.40 ,,,,,$243.20 ,$262.40 
IP-33050036,INPATIENT,HCHG AEROSOL TX INITIAL,94640,,412,$585.00 ,$351.00 ,$479.70 ,$450.45 ,,,$479.70 ,$450.45 ,,,,,,,,,,$479.70 ,$450.45 ,,$479.70 ,$450.45 ,,,$444.60 ,,$456.30 ,,,$479.70 ,$450.45 ,,,,,$444.60 ,$479.70 
IP-33050039,INPATIENT,HCHG MDI/NEB INITIAL,94640,,412,$585.00 ,$351.00 ,$479.70 ,$450.45 ,,,$479.70 ,$450.45 ,,,,,,,,,,$479.70 ,$450.45 ,,$479.70 ,$450.45 ,,,$444.60 ,,$456.30 ,,,$479.70 ,$450.45 ,,,,,$444.60 ,$479.70 
IP-40800368,INPATIENT,HCHG REF DM AFB CULTURE,87116,,306,$29.50 ,$17.70 ,$24.19 ,$22.72 ,,,$24.19 ,$22.72 ,,,,,,,,,,$24.19 ,$22.72 ,,$24.19 ,$22.72 ,,,$22.42 ,,$23.01 ,,,$24.19 ,$22.72 ,,,,,$22.42 ,$24.19 
IP-40900011,INPATIENT,HCHG CORE ALPH 1 ANTITRYPSN,82103,,301,$105.00 ,$63.00 ,$86.10 ,$80.85 ,,,$86.10 ,$80.85 ,,,,,,,,,,$86.10 ,$80.85 ,,$86.10 ,$80.85 ,,,$79.80 ,,$81.90 ,,,$86.10 ,$80.85 ,,,,,$79.80 ,$86.10 
IP-40900014,INPATIENT,HCHG CORE NATRIURETIC PEPTIDE,83880,,301,$542.00 ,$325.20 ,$444.44 ,$417.34 ,,,$444.44 ,$417.34 ,,,,,,,,,,$444.44 ,$417.34 ,,$444.44 ,$417.34 ,,,$411.92 ,,$422.76 ,,,$444.44 ,$417.34 ,,,,,$411.92 ,$444.44 
IP-40900015,INPATIENT,HCHG CORE CHOLESTEROL,82465,,301,$108.00 ,$64.80 ,$88.56 ,$83.16 ,,,$88.56 ,$83.16 ,,,,,,,,,,$88.56 ,$83.16 ,,$88.56 ,$83.16 ,,,$82.08 ,,$84.24 ,,,$88.56 ,$83.16 ,,,,,$82.08 ,$88.56 
IP-40900024,INPATIENT,HCHG CORE TB TST CELL IMM MS,86480,,302,$423.00 ,$253.80 ,$346.86 ,$325.71 ,,,$346.86 ,$325.71 ,,,,,,,,,,$346.86 ,$325.71 ,,$346.86 ,$325.71 ,,,$321.48 ,,$329.94 ,,,$346.86 ,$325.71 ,,,,,$321.48 ,$346.86 
IP-40900025,INPATIENT,HCHG CORE TRIGLYCERIDE,84478,,301,$126.00 ,$75.60 ,$103.32 ,$97.02 ,,,$103.32 ,$97.02 ,,,,,,,,,,$103.32 ,$97.02 ,,$103.32 ,$97.02 ,,,$95.76 ,,$98.28 ,,,$103.32 ,$97.02 ,,,,,$95.76 ,$103.32 
IP-40900026,INPATIENT,HCHG CORE PROTN ELECTRO UR,84166,,301,$79.00 ,$47.40 ,$64.78 ,$60.83 ,,,$64.78 ,$60.83 ,,,,,,,,,,$64.78 ,$60.83 ,,$64.78 ,$60.83 ,,,$60.04 ,,$61.62 ,,,$64.78 ,$60.83 ,,,,,$60.04 ,$64.78 
IP-40900027,INPATIENT,HCHG CORE VZV AB IGG,86787,,302,$89.00 ,$53.40 ,$72.98 ,$68.53 ,,,$72.98 ,$68.53 ,,,,,,,,,,$72.98 ,$68.53 ,,$72.98 ,$68.53 ,,,$67.64 ,,$69.42 ,,,$72.98 ,$68.53 ,,,,,$67.64 ,$72.98 
IP-40900028,INPATIENT,HCHG CORE VZV AB IGM,86787,,302,$89.00 ,$53.40 ,$72.98 ,$68.53 ,,,$72.98 ,$68.53 ,,,,,,,,,,$72.98 ,$68.53 ,,$72.98 ,$68.53 ,,,$67.64 ,,$69.42 ,,,$72.98 ,$68.53 ,,,,,$67.64 ,$72.98 
IP-40900031,INPATIENT,HCHG CORE HEPARIN ASSAY,85520,,305,$437.00 ,$262.20 ,$358.34 ,$336.49 ,,,$358.34 ,$336.49 ,,,,,,,,,,$358.34 ,$336.49 ,,$358.34 ,$336.49 ,,,$332.12 ,,$340.86 ,,,$358.34 ,$336.49 ,,,,,$332.12 ,$358.34 
IP-40900037,INPATIENT,HCHG CORE FCTR X,85260,,305,$372.00 ,$223.20 ,$305.04 ,$286.44 ,,,$305.04 ,$286.44 ,,,,,,,,,,$305.04 ,$286.44 ,,$305.04 ,$286.44 ,,,$282.72 ,,$290.16 ,,,$305.04 ,$286.44 ,,,,,$282.72 ,$305.04 
IP-40900041,INPATIENT,HCHG CORE PROTEIN S ACTIVITY,85306,,305,$207.00 ,$124.20 ,$169.74 ,$159.39 ,,,$169.74 ,$159.39 ,,,,,,,,,,$169.74 ,$159.39 ,,$169.74 ,$159.39 ,,,$157.32 ,,$161.46 ,,,$169.74 ,$159.39 ,,,,,$157.32 ,$169.74 
IP-40900042,INPATIENT,HCHG CORE VITAMIN D 25HYDROXY,82306,,301,$259.00 ,$155.40 ,$212.38 ,$199.43 ,,,$212.38 ,$199.43 ,,,,,,,,,,$212.38 ,$199.43 ,,$212.38 ,$199.43 ,,,$196.84 ,,$202.02 ,,,$212.38 ,$199.43 ,,,,,$196.84 ,$212.38 
IP-40900043,INPATIENT,HCHG CORE PREALBUMIN,84134,,301,$214.00 ,$128.40 ,$175.48 ,$164.78 ,,,$175.48 ,$164.78 ,,,,,,,,,,$175.48 ,$164.78 ,,$175.48 ,$164.78 ,,,$162.64 ,,$166.92 ,,,$175.48 ,$164.78 ,,,,,$162.64 ,$175.48 
IP-40900045,INPATIENT,HCHG CORE CARDIOLIPIN IGA AB,86147,,302,$30.00 ,$18.00 ,$24.60 ,$23.10 ,,,$24.60 ,$23.10 ,,,,,,,,,,$24.60 ,$23.10 ,,$24.60 ,$23.10 ,,,$22.80 ,,$23.40 ,,,$24.60 ,$23.10 ,,,,,$22.80 ,$24.60 
IP-40900046,INPATIENT,HCHG CORE CARDIOLIPIN IGG AB,86147,,302,$30.00 ,$18.00 ,$24.60 ,$23.10 ,,,$24.60 ,$23.10 ,,,,,,,,,,$24.60 ,$23.10 ,,$24.60 ,$23.10 ,,,$22.80 ,,$23.40 ,,,$24.60 ,$23.10 ,,,,,$22.80 ,$24.60 
IP-40900047,INPATIENT,HCHG CORE CARDIOLIPIN IGM AB,86147,,302,$30.00 ,$18.00 ,$24.60 ,$23.10 ,,,$24.60 ,$23.10 ,,,,,,,,,,$24.60 ,$23.10 ,,$24.60 ,$23.10 ,,,$22.80 ,,$23.40 ,,,$24.60 ,$23.10 ,,,,,$22.80 ,$24.60 
IP-40900048,INPATIENT,HCHG CORE C REACTIVE PROTEIN,86140,,302,$162.00 ,$97.20 ,$132.84 ,$124.74 ,,,$132.84 ,$124.74 ,,,,,,,,,,$132.84 ,$124.74 ,,$132.84 ,$124.74 ,,,$123.12 ,,$126.36 ,,,$132.84 ,$124.74 ,,,,,$123.12 ,$132.84 
IP-40900050,INPATIENT,HCHG CORE ERYTHROPOIETIN,82668,,301,$210.00 ,$126.00 ,$172.20 ,$161.70 ,,,$172.20 ,$161.70 ,,,,,,,,,,$172.20 ,$161.70 ,,$172.20 ,$161.70 ,,,$159.60 ,,$163.80 ,,,$172.20 ,$161.70 ,,,,,$159.60 ,$172.20 
IP-40900051,INPATIENT,HCHG CORE BETA HCG QUAN,84702,,301,$378.00 ,$226.80 ,$309.96 ,$291.06 ,,,$309.96 ,$291.06 ,,,,,,,,,,$309.96 ,$291.06 ,,$309.96 ,$291.06 ,,,$287.28 ,,$294.84 ,,,$309.96 ,$291.06 ,,,,,$287.28 ,$309.96 
IP-40900052,INPATIENT,HCHG CORE INSULIN,83525,,301,$220.00 ,$132.00 ,$180.40 ,$169.40 ,,,$180.40 ,$169.40 ,,,,,,,,,,$180.40 ,$169.40 ,,$180.40 ,$169.40 ,,,$167.20 ,,$171.60 ,,,$180.40 ,$169.40 ,,,,,$167.20 ,$180.40 
IP-40900053,INPATIENT,HCHG CORE PROTEIN C ACTIVITY,85303,,305,$149.00 ,$89.40 ,$122.18 ,$114.73 ,,,$122.18 ,$114.73 ,,,,,,,,,,$122.18 ,$114.73 ,,$122.18 ,$114.73 ,,,$113.24 ,,$116.22 ,,,$122.18 ,$114.73 ,,,,,$113.24 ,$122.18 
IP-40900056,INPATIENT,HCHG CORE C DIFF AMPLIFIED PROBE,87493,,306,$316.00 ,$189.60 ,$259.12 ,$243.32 ,,,$259.12 ,$243.32 ,,,,,,,,,,$259.12 ,$243.32 ,,$259.12 ,$243.32 ,,,$240.16 ,,$246.48 ,,,$259.12 ,$243.32 ,,,,,$240.16 ,$259.12 
IP-40900060,INPATIENT,HCHG CORE CULT TYP FLUROSCENT,87140,,306,$84.00 ,$50.40 ,$68.88 ,$64.68 ,,,$68.88 ,$64.68 ,,,,,,,,,,$68.88 ,$64.68 ,,$68.88 ,$64.68 ,,,$63.84 ,,$65.52 ,,,$68.88 ,$64.68 ,,,,,$63.84 ,$68.88 
IP-40900062,INPATIENT,HCHG CORE TESTOSTERONE TOTAL,84403,,301,$125.00 ,$75.00 ,$102.50 ,$96.25 ,,,$102.50 ,$96.25 ,,,,,,,,,,$102.50 ,$96.25 ,,$102.50 ,$96.25 ,,,$95.00 ,,$97.50 ,,,$102.50 ,$96.25 ,,,,,$95.00 ,$102.50 
IP-40900065,INPATIENT,HCHG CORE DRUG SCREEN CLASS LIST A,80307,,301,$669.00 ,$401.40 ,$548.58 ,$515.13 ,,,$548.58 ,$515.13 ,,,,,,,,,,$548.58 ,$515.13 ,,$548.58 ,$515.13 ,,,$508.44 ,,$521.82 ,,,$548.58 ,$515.13 ,,,,,$508.44 ,$548.58 
IP-40900076,INPATIENT,HCHG CORE IGE,82785,,301,$134.00 ,$80.40 ,$109.88 ,$103.18 ,,,$109.88 ,$103.18 ,,,,,,,,,,$109.88 ,$103.18 ,,$109.88 ,$103.18 ,,,$101.84 ,,$104.52 ,,,$109.88 ,$103.18 ,,,,,$101.84 ,$109.88 
IP-40900085,INPATIENT,HCHG CORE AFB ISOLATE ID,87118,,306,$290.00 ,$174.00 ,$237.80 ,$223.30 ,,,$237.80 ,$223.30 ,,,,,,,,,,$237.80 ,$223.30 ,,$237.80 ,$223.30 ,,,$220.40 ,,$226.20 ,,,$237.80 ,$223.30 ,,,,,$220.40 ,$237.80 
IP-40900086,INPATIENT,HCHG CORE TISSUE HOMOGENIZATION,87176,,306,$83.00 ,$49.80 ,$68.06 ,$63.91 ,,,$68.06 ,$63.91 ,,,,,,,,,,$68.06 ,$63.91 ,,$68.06 ,$63.91 ,,,$63.08 ,,$64.74 ,,,$68.06 ,$63.91 ,,,,,$63.08 ,$68.06 
IP-40900087,INPATIENT,HCHG CORE CULT TYP AGGL,87147,,306,$89.00 ,$53.40 ,$72.98 ,$68.53 ,,,$72.98 ,$68.53 ,,,,,,,,,,$72.98 ,$68.53 ,,$72.98 ,$68.53 ,,,$67.64 ,,$69.42 ,,,$72.98 ,$68.53 ,,,,,$67.64 ,$72.98 
IP-40900097,INPATIENT,HCHG CORE RETICYTE/HGB CONCENTRATE,85046,,305,$63.00 ,$37.80 ,$51.66 ,$48.51 ,,,$51.66 ,$48.51 ,,,,,,,,,,$51.66 ,$48.51 ,,$51.66 ,$48.51 ,,,$47.88 ,,$49.14 ,,,$51.66 ,$48.51 ,,,,,$47.88 ,$51.66 
IP-40900103,INPATIENT,HCHG CORE PSA TOTAL DIAGNOSTIC,84153,,301,$231.00 ,$138.60 ,$189.42 ,$177.87 ,,,$189.42 ,$177.87 ,,,,,,,,,,$189.42 ,$177.87 ,,$189.42 ,$177.87 ,,,$175.56 ,,$180.18 ,,,$189.42 ,$177.87 ,,,,,$175.56 ,$189.42 
IP-40900104,INPATIENT,HCHG CORE AFB CULT,87116,,306,$171.00 ,$102.60 ,$140.22 ,$131.67 ,,,$140.22 ,$131.67 ,,,,,,,,,,$140.22 ,$131.67 ,,$140.22 ,$131.67 ,,,$129.96 ,,$133.38 ,,,$140.22 ,$131.67 ,,,,,$129.96 ,$140.22 
IP-40900105,INPATIENT,HCHG CORE AFP TUMOR MARKER,82105,,301,$161.00 ,$96.60 ,$132.02 ,$123.97 ,,,$132.02 ,$123.97 ,,,,,,,,,,$132.02 ,$123.97 ,,$132.02 ,$123.97 ,,,$122.36 ,,$125.58 ,,,$132.02 ,$123.97 ,,,,,$122.36 ,$132.02 
IP-40900106,INPATIENT,HCHG CORE ALBUMIN SERUM/PLASMA/BLD,82040,,301,$92.00 ,$55.20 ,$75.44 ,$70.84 ,,,$75.44 ,$70.84 ,,,,,,,,,,$75.44 ,$70.84 ,,$75.44 ,$70.84 ,,,$69.92 ,,$71.76 ,,,$75.44 ,$70.84 ,,,,,$69.92 ,$75.44 
IP-40900107,INPATIENT,HCHG CORE AST (SGOT),84450,,301,$100.00 ,$60.00 ,$82.00 ,$77.00 ,,,$82.00 ,$77.00 ,,,,,,,,,,$82.00 ,$77.00 ,,$82.00 ,$77.00 ,,,$76.00 ,,$78.00 ,,,$82.00 ,$77.00 ,,,,,$76.00 ,$82.00 
IP-40900108,INPATIENT,HCHG CORE ALT (SGPT),84460,,301,$101.00 ,$60.60 ,$82.82 ,$77.77 ,,,$82.82 ,$77.77 ,,,,,,,,,,$82.82 ,$77.77 ,,$82.82 ,$77.77 ,,,$76.76 ,,$78.78 ,,,$82.82 ,$77.77 ,,,,,$76.76 ,$82.82 
IP-40900109,INPATIENT,HCHG CORE ALK PHOSPHATASE,84075,,301,$93.00 ,$55.80 ,$76.26 ,$71.61 ,,,$76.26 ,$71.61 ,,,,,,,,,,$76.26 ,$71.61 ,,$76.26 ,$71.61 ,,,$70.68 ,,$72.54 ,,,$76.26 ,$71.61 ,,,,,$70.68 ,$76.26 
IP-40900110,INPATIENT,HCHG CORE ANA (ANTI NUCLEAR AB),86038,,302,$108.00 ,$64.80 ,$88.56 ,$83.16 ,,,$88.56 ,$83.16 ,,,,,,,,,,$88.56 ,$83.16 ,,$88.56 ,$83.16 ,,,$82.08 ,,$84.24 ,,,$88.56 ,$83.16 ,,,,,$82.08 ,$88.56 
IP-40900112,INPATIENT,HCHG CORE ASO SCRN,86063,,302,$87.00 ,$52.20 ,$71.34 ,$66.99 ,,,$71.34 ,$66.99 ,,,,,,,,,,$71.34 ,$66.99 ,,$71.34 ,$66.99 ,,,$66.12 ,,$67.86 ,,,$71.34 ,$66.99 ,,,,,$66.12 ,$71.34 
IP-40900113,INPATIENT,HCHG CORE AT3 ACTIVITY,85300,,305,$205.00 ,$123.00 ,$168.10 ,$157.85 ,,,$168.10 ,$157.85 ,,,,,,,,,,$168.10 ,$157.85 ,,$168.10 ,$157.85 ,,,$155.80 ,,$159.90 ,,,$168.10 ,$157.85 ,,,,,$155.80 ,$168.10 
IP-40900115,INPATIENT,HCHG CORE VITAMIN B12,82607,,301,$201.00 ,$120.60 ,$164.82 ,$154.77 ,,,$164.82 ,$154.77 ,,,,,,,,,,$164.82 ,$154.77 ,,$164.82 ,$154.77 ,,,$152.76 ,,$156.78 ,,,$164.82 ,$154.77 ,,,,,$152.76 ,$164.82 
IP-40900117,INPATIENT,HCHG CORE BILIRUBIN DIRECT,82248,,301,$118.00 ,$70.80 ,$96.76 ,$90.86 ,,,$96.76 ,$90.86 ,,,,,,,,,,$96.76 ,$90.86 ,,$96.76 ,$90.86 ,,,$89.68 ,,$92.04 ,,,$96.76 ,$90.86 ,,,,,$89.68 ,$96.76 
IP-40900118,INPATIENT,HCHG CORE BILIRUBIN TOTAL,82247,,301,$104.00 ,$62.40 ,$85.28 ,$80.08 ,,,$85.28 ,$80.08 ,,,,,,,,,,$85.28 ,$80.08 ,,$85.28 ,$80.08 ,,,$79.04 ,,$81.12 ,,,$85.28 ,$80.08 ,,,,,$79.04 ,$85.28 
IP-40900119,INPATIENT,HCHG CORE BASIC METBLC PNL TOTAL CA,80048,,301,$309.00 ,$185.40 ,$253.38 ,$237.93 ,,,$253.38 ,$237.93 ,,,,,,,,,,$253.38 ,$237.93 ,,$253.38 ,$237.93 ,,,$234.84 ,,$241.02 ,,,$253.38 ,$237.93 ,,,,,$234.84 ,$253.38 
IP-40900120,INPATIENT,HCHG CORE UREA NITROGEN QUANTITATIVE,84520,,301,$88.00 ,$52.80 ,$72.16 ,$67.76 ,,,$72.16 ,$67.76 ,,,,,,,,,,$72.16 ,$67.76 ,,$72.16 ,$67.76 ,,,$66.88 ,,$68.64 ,,,$72.16 ,$67.76 ,,,,,$66.88 ,$72.16 
IP-40900123,INPATIENT,HCHG CORE CA 125,86304,,302,$244.00 ,$146.40 ,$200.08 ,$187.88 ,,,$200.08 ,$187.88 ,,,,,,,,,,$200.08 ,$187.88 ,,$200.08 ,$187.88 ,,,$185.44 ,,$190.32 ,,,$200.08 ,$187.88 ,,,,,$185.44 ,$200.08 
IP-40900124,INPATIENT,HCHG CORE CA 15 3 (27.29),86300,,302,$172.00 ,$103.20 ,$141.04 ,$132.44 ,,,$141.04 ,$132.44 ,,,,,,,,,,$141.04 ,$132.44 ,,$141.04 ,$132.44 ,,,$130.72 ,,$134.16 ,,,$141.04 ,$132.44 ,,,,,$130.72 ,$141.04 
IP-40900127,INPATIENT,HCHG CORE CALCIUM,82310,,301,$95.00 ,$57.00 ,$77.90 ,$73.15 ,,,$77.90 ,$73.15 ,,,,,,,,,,$77.90 ,$73.15 ,,$77.90 ,$73.15 ,,,$72.20 ,,$74.10 ,,,$77.90 ,$73.15 ,,,,,$72.20 ,$77.90 
IP-40900128,INPATIENT,HCHG CORE CEA,82378,,301,$305.00 ,$183.00 ,$250.10 ,$234.85 ,,,$250.10 ,$234.85 ,,,,,,,,,,$250.10 ,$234.85 ,,$250.10 ,$234.85 ,,,$231.80 ,,$237.90 ,,,$250.10 ,$234.85 ,,,,,$231.80 ,$250.10 
IP-40900129,INPATIENT,HCHG CORE CERULOPLASMIN,82390,,301,$121.00 ,$72.60 ,$99.22 ,$93.17 ,,,$99.22 ,$93.17 ,,,,,,,,,,$99.22 ,$93.17 ,,$99.22 ,$93.17 ,,,$91.96 ,,$94.38 ,,,$99.22 ,$93.17 ,,,,,$91.96 ,$99.22 
IP-40900130,INPATIENT,HCHG CORE CHLAMYDIA TRACH AMP PRB,87491,,306,$259.00 ,$155.40 ,$212.38 ,$199.43 ,,,$212.38 ,$199.43 ,,,,,,,,,,$212.38 ,$199.43 ,,$212.38 ,$199.43 ,,,$196.84 ,,$202.02 ,,,$212.38 ,$199.43 ,,,,,$196.84 ,$212.38 
IP-40900131,INPATIENT,HCHG CORE GC AMP PRB,87591,,306,$255.00 ,$153.00 ,$209.10 ,$196.35 ,,,$209.10 ,$196.35 ,,,,,,,,,,$209.10 ,$196.35 ,,$209.10 ,$196.35 ,,,$193.80 ,,$198.90 ,,,$209.10 ,$196.35 ,,,,,$193.80 ,$209.10 
IP-40900132,INPATIENT,HCHG CORE CHLORIDE,82435,,301,$82.00 ,$49.20 ,$67.24 ,$63.14 ,,,$67.24 ,$63.14 ,,,,,,,,,,$67.24 ,$63.14 ,,$67.24 ,$63.14 ,,,$62.32 ,,$63.96 ,,,$67.24 ,$63.14 ,,,,,$62.32 ,$67.24 
IP-40900133,INPATIENT,HCHG CORE COMPR MET PNL,80053,,301,$362.00 ,$217.20 ,$296.84 ,$278.74 ,,,$296.84 ,$278.74 ,,,,,,,,,,$296.84 ,$278.74 ,,$296.84 ,$278.74 ,,,$275.12 ,,$282.36 ,,,$296.84 ,$278.74 ,,,,,$275.12 ,$296.84 
IP-40900135,INPATIENT,HCHG CORE CREATININE,82565,,301,$101.00 ,$60.60 ,$82.82 ,$77.77 ,,,$82.82 ,$77.77 ,,,,,,,,,,$82.82 ,$77.77 ,,$82.82 ,$77.77 ,,,$76.76 ,,$78.78 ,,,$82.82 ,$77.77 ,,,,,$76.76 ,$82.82 
IP-40900136,INPATIENT,HCHG CORE C REACTIVE PROTEIN HS,86141,,302,$200.00 ,$120.00 ,$164.00 ,$154.00 ,,,$164.00 ,$154.00 ,,,,,,,,,,$164.00 ,$154.00 ,,$164.00 ,$154.00 ,,,$152.00 ,,$156.00 ,,,$164.00 ,$154.00 ,,,,,$152.00 ,$164.00 
IP-40900145,INPATIENT,HCHG CORE EBV VCA AB IGM,86665,,302,$235.00 ,$141.00 ,$192.70 ,$180.95 ,,,$192.70 ,$180.95 ,,,,,,,,,,$192.70 ,$180.95 ,,$192.70 ,$180.95 ,,,$178.60 ,,$183.30 ,,,$192.70 ,$180.95 ,,,,,$178.60 ,$192.70 
IP-40900147,INPATIENT,HCHG CORE IRON,83540,,301,$119.00 ,$71.40 ,$97.58 ,$91.63 ,,,$97.58 ,$91.63 ,,,,,,,,,,$97.58 ,$91.63 ,,$97.58 ,$91.63 ,,,$90.44 ,,$92.82 ,,,$97.58 ,$91.63 ,,,,,$90.44 ,$97.58 
IP-40900148,INPATIENT,HCHG CORE FERRITIN,82728,,301,$235.00 ,$141.00 ,$192.70 ,$180.95 ,,,$192.70 ,$180.95 ,,,,,,,,,,$192.70 ,$180.95 ,,$192.70 ,$180.95 ,,,$178.60 ,,$183.30 ,,,$192.70 ,$180.95 ,,,,,$178.60 ,$192.70 
IP-40900150,INPATIENT,HCHG CORE FOLATE,82746,,301,$208.00 ,$124.80 ,$170.56 ,$160.16 ,,,$170.56 ,$160.16 ,,,,,,,,,,$170.56 ,$160.16 ,,$170.56 ,$160.16 ,,,$158.08 ,,$162.24 ,,,$170.56 ,$160.16 ,,,,,$158.08 ,$170.56 
