Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,HealthSmart PPO,Multiplan PPO,Partnership Health Plan,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
IP_SUP-60050073-355330,INPATIENT,SCREW CANC LP 4.0X60MM,C1713,,278,$332.50 ,$266.00 ,$269.33 ,$269.33 ,$269.33 ,$266.00 ,$266.00 ,$266.00 ,$266.00 ,$266.00 ,$266.00 ,$266.00 ,$266.00 ,$299.25 ,$299.25 ,$299.25 ,$282.63 ,$282.63 ,$282.63 ,$299.25 ,$299.25 ,,$299.25 ,$299.25 ,$299.25 ,$299.25 ,$299.25 ,$266.00 ,$299.25 
IP_SUP-60050073-355338,INPATIENT,SCREW CANLT SHT THR  4.0X42MM,C1713,,278,"$1,140.00 ",$912.00 ,$923.40 ,$923.40 ,$923.40 ,$912.00 ,$912.00 ,$912.00 ,$912.00 ,$912.00 ,$912.00 ,$912.00 ,$912.00 ,"$1,026.00 ","$1,026.00 ","$1,026.00 ",$969.00 ,$969.00 ,$969.00 ,"$1,026.00 ","$1,026.00 ",,"$1,026.00 ","$1,026.00 ","$1,026.00 ","$1,026.00 ","$1,026.00 ",$912.00 ,"$1,026.00 "
IP_SUP-60050073-355339,INPATIENT,SCREW CANLT SHT THR  4.0X44MM,C1713,,278,"$1,140.00 ",$912.00 ,$923.40 ,$923.40 ,$923.40 ,$912.00 ,$912.00 ,$912.00 ,$912.00 ,$912.00 ,$912.00 ,$912.00 ,$912.00 ,"$1,026.00 ","$1,026.00 ","$1,026.00 ",$969.00 ,$969.00 ,$969.00 ,"$1,026.00 ","$1,026.00 ",,"$1,026.00 ","$1,026.00 ","$1,026.00 ","$1,026.00 ","$1,026.00 ",$912.00 ,"$1,026.00 "
IP_SUP-60050073-355357,INPATIENT,SCREW CANLT LONG THR 4.0X48MM,C1713,,278,"$1,140.00 ",$912.00 ,$923.40 ,$923.40 ,$923.40 ,$912.00 ,$912.00 ,$912.00 ,$912.00 ,$912.00 ,$912.00 ,$912.00 ,$912.00 ,"$1,026.00 ","$1,026.00 ","$1,026.00 ",$969.00 ,$969.00 ,$969.00 ,"$1,026.00 ","$1,026.00 ",,"$1,026.00 ","$1,026.00 ","$1,026.00 ","$1,026.00 ","$1,026.00 ",$912.00 ,"$1,026.00 "
IP_SUP-60050073-355369,INPATIENT,PLATE LOKG FIB 6-H DSTL RT,C1713,,278,"$4,132.50 ","$3,306.00 ","$3,347.33 ","$3,347.33 ","$3,347.33 ","$3,306.00 ","$3,306.00 ","$3,306.00 ","$3,306.00 ","$3,306.00 ","$3,306.00 ","$3,306.00 ","$3,306.00 ","$3,719.25 ","$3,719.25 ","$3,719.25 ","$3,512.63 ","$3,512.63 ","$3,512.63 ","$3,719.25 ","$3,719.25 ",,"$3,719.25 ","$3,719.25 ","$3,719.25 ","$3,719.25 ","$3,719.25 ","$3,306.00 ","$3,719.25 "
IP_SUP-60050073-355384,INPATIENT,PLATE LOKG TUBLR THIRD 10-H,C1713,,278,"$2,128.00 ","$1,702.40 ","$1,723.68 ","$1,723.68 ","$1,723.68 ","$1,702.40 ","$1,702.40 ","$1,702.40 ","$1,702.40 ","$1,702.40 ","$1,702.40 ","$1,702.40 ","$1,702.40 ","$1,915.20 ","$1,915.20 ","$1,915.20 ","$1,808.80 ","$1,808.80 ","$1,808.80 ","$1,915.20 ","$1,915.20 ",,"$1,915.20 ","$1,915.20 ","$1,915.20 ","$1,915.20 ","$1,915.20 ","$1,702.40 ","$1,915.20 "
IP_SUP-60050073-363117,INPATIENT,SCREW T2 FTHR LOKG 5X52MM,C1713,,278,"$1,171.60 ",$937.28 ,$949.00 ,$949.00 ,$949.00 ,$937.28 ,$937.28 ,$937.28 ,$937.28 ,$937.28 ,$937.28 ,$937.28 ,$937.28 ,"$1,054.44 ","$1,054.44 ","$1,054.44 ",$995.86 ,$995.86 ,$995.86 ,"$1,054.44 ","$1,054.44 ",,"$1,054.44 ","$1,054.44 ","$1,054.44 ","$1,054.44 ","$1,054.44 ",$937.28 ,"$1,054.44 "
IP_SUP-60050073-366918,INPATIENT,NAIL GAMMA 3S 10X400MMX125 RT,C1713,,278,"$10,350.01 ","$8,280.01 ","$8,383.51 ","$8,383.51 ","$8,383.51 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$9,315.01 ","$9,315.01 ","$9,315.01 ","$8,797.51 ","$8,797.51 ","$8,797.51 ","$9,315.01 ","$9,315.01 ",,"$9,315.01 ","$9,315.01 ","$9,315.01 ","$9,315.01 ","$9,315.01 ","$8,280.01 ","$9,315.01 "
IP_SUP-60050073-367213,INPATIENT,NAIL TROCHANTERIC  125 DEG,C1713,,278,"$8,199.48 ","$6,559.58 ","$6,641.58 ","$6,641.58 ","$6,641.58 ","$6,559.58 ","$6,559.58 ","$6,559.58 ","$6,559.58 ","$6,559.58 ","$6,559.58 ","$6,559.58 ","$6,559.58 ","$7,379.53 ","$7,379.53 ","$7,379.53 ","$6,969.56 ","$6,969.56 ","$6,969.56 ","$7,379.53 ","$7,379.53 ",,"$7,379.53 ","$7,379.53 ","$7,379.53 ","$7,379.53 ","$7,379.53 ","$6,559.58 ","$7,379.53 "
IP_SUP-60050073-367354,INPATIENT,SCREW TI 3.5 X 20MM,C1713,,278,$522.50 ,$418.00 ,$423.23 ,$423.23 ,$423.23 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$470.25 ,$470.25 ,$470.25 ,$444.13 ,$444.13 ,$444.13 ,$470.25 ,$470.25 ,,$470.25 ,$470.25 ,$470.25 ,$470.25 ,$470.25 ,$418.00 ,$470.25 
IP_SUP-60050073-371737,INPATIENT,SCREW CORT 3.5 X 32MM,C1713,,278,$522.50 ,$418.00 ,$423.23 ,$423.23 ,$423.23 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$470.25 ,$470.25 ,$470.25 ,$444.13 ,$444.13 ,$444.13 ,$470.25 ,$470.25 ,,$470.25 ,$470.25 ,$470.25 ,$470.25 ,$470.25 ,$418.00 ,$470.25 
IP_SUP-60050073-374590,INPATIENT,SCREW LOKG TI SELFTAP 2.7X16MM,C1713,,278,$921.60 ,$737.28 ,$746.50 ,$746.50 ,$746.50 ,$737.28 ,$737.28 ,$737.28 ,$737.28 ,$737.28 ,$737.28 ,$737.28 ,$737.28 ,$829.44 ,$829.44 ,$829.44 ,$783.36 ,$783.36 ,$783.36 ,$829.44 ,$829.44 ,,$829.44 ,$829.44 ,$829.44 ,$829.44 ,$829.44 ,$737.28 ,$829.44 
IP_SUP-60050073-376555,INPATIENT,WIRE CMPRS 1.6MM 15MM THR,C1713,,278,$326.80 ,$261.44 ,$264.71 ,$264.71 ,$264.71 ,$261.44 ,$261.44 ,$261.44 ,$261.44 ,$261.44 ,$261.44 ,$261.44 ,$261.44 ,$294.12 ,$294.12 ,$294.12 ,$277.78 ,$277.78 ,$277.78 ,$294.12 ,$294.12 ,,$294.12 ,$294.12 ,$294.12 ,$294.12 ,$294.12 ,$261.44 ,$294.12 
IP_SUP-60050073-376557,INPATIENT,SCREW LOKG TI SELFTAP 2.7X12MM,C1713,,278,$921.60 ,$737.28 ,$746.50 ,$746.50 ,$746.50 ,$737.28 ,$737.28 ,$737.28 ,$737.28 ,$737.28 ,$737.28 ,$737.28 ,$737.28 ,$829.44 ,$829.44 ,$829.44 ,$783.36 ,$783.36 ,$783.36 ,$829.44 ,$829.44 ,,$829.44 ,$829.44 ,$829.44 ,$829.44 ,$829.44 ,$737.28 ,$829.44 
IP_SUP-60050073-379284,INPATIENT,SCREW LOK 2.7X14MM SELF-TAP,C1713,,278,$921.60 ,$737.28 ,$746.50 ,$746.50 ,$746.50 ,$737.28 ,$737.28 ,$737.28 ,$737.28 ,$737.28 ,$737.28 ,$737.28 ,$737.28 ,$829.44 ,$829.44 ,$829.44 ,$783.36 ,$783.36 ,$783.36 ,$829.44 ,$829.44 ,,$829.44 ,$829.44 ,$829.44 ,$829.44 ,$829.44 ,$737.28 ,$829.44 
IP_SUP-60050073-381827,INPATIENT,IMP BUTN DOG BONE,C1713,,278,"$2,600.01 ","$2,080.01 ","$2,106.01 ","$2,106.01 ","$2,106.01 ","$2,080.01 ","$2,080.01 ","$2,080.01 ","$2,080.01 ","$2,080.01 ","$2,080.01 ","$2,080.01 ","$2,080.01 ","$2,340.01 ","$2,340.01 ","$2,340.01 ","$2,210.01 ","$2,210.01 ","$2,210.01 ","$2,340.01 ","$2,340.01 ",,"$2,340.01 ","$2,340.01 ","$2,340.01 ","$2,340.01 ","$2,340.01 ","$2,080.01 ","$2,340.01 "
IP_SUP-60050073-382510,INPATIENT,PLATE BONE DSTL LAT 4-H 89MM,C1713,,278,"$3,675.01 ","$2,940.01 ","$2,976.76 ","$2,976.76 ","$2,976.76 ","$2,940.01 ","$2,940.01 ","$2,940.01 ","$2,940.01 ","$2,940.01 ","$2,940.01 ","$2,940.01 ","$2,940.01 ","$3,307.51 ","$3,307.51 ","$3,307.51 ","$3,123.76 ","$3,123.76 ","$3,123.76 ","$3,307.51 ","$3,307.51 ",,"$3,307.51 ","$3,307.51 ","$3,307.51 ","$3,307.51 ","$3,307.51 ","$2,940.01 ","$3,307.51 "
IP_SUP-60050073-382512,INPATIENT,PLATE BONE FIB DSTL LOKG 9-H,C1713,,278,"$3,966.78 ","$3,173.42 ","$3,213.09 ","$3,213.09 ","$3,213.09 ","$3,173.42 ","$3,173.42 ","$3,173.42 ","$3,173.42 ","$3,173.42 ","$3,173.42 ","$3,173.42 ","$3,173.42 ","$3,570.10 ","$3,570.10 ","$3,570.10 ","$3,371.76 ","$3,371.76 ","$3,371.76 ","$3,570.10 ","$3,570.10 ",,"$3,570.10 ","$3,570.10 ","$3,570.10 ","$3,570.10 ","$3,570.10 ","$3,173.42 ","$3,570.10 "
IP_SUP-60050073-388565,INPATIENT,PLATE BONE FUSION 2.4/2.7X43MM,C1713,,278,"$3,958.08 ","$3,166.46 ","$3,206.04 ","$3,206.04 ","$3,206.04 ","$3,166.46 ","$3,166.46 ","$3,166.46 ","$3,166.46 ","$3,166.46 ","$3,166.46 ","$3,166.46 ","$3,166.46 ","$3,562.27 ","$3,562.27 ","$3,562.27 ","$3,364.37 ","$3,364.37 ","$3,364.37 ","$3,562.27 ","$3,562.27 ",,"$3,562.27 ","$3,562.27 ","$3,562.27 ","$3,562.27 ","$3,562.27 ","$3,166.46 ","$3,562.27 "
IP_SUP-60050073-388937,INPATIENT,SCREW CORT 3.5 X 38MM,C1713,,278,$522.50 ,$418.00 ,$423.23 ,$423.23 ,$423.23 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$470.25 ,$470.25 ,$470.25 ,$444.13 ,$444.13 ,$444.13 ,$470.25 ,$470.25 ,,$470.25 ,$470.25 ,$470.25 ,$470.25 ,$470.25 ,$418.00 ,$470.25 
IP_SUP-60050073-404259,INPATIENT,ANCH SWIVELOCK 8MM X 19.5MM,C1713,,278,"$3,045.00 ","$2,436.00 ","$2,466.45 ","$2,466.45 ","$2,466.45 ","$2,436.00 ","$2,436.00 ","$2,436.00 ","$2,436.00 ","$2,436.00 ","$2,436.00 ","$2,436.00 ","$2,436.00 ","$2,740.50 ","$2,740.50 ","$2,740.50 ","$2,588.25 ","$2,588.25 ","$2,588.25 ","$2,740.50 ","$2,740.50 ",,"$2,740.50 ","$2,740.50 ","$2,740.50 ","$2,740.50 ","$2,740.50 ","$2,436.00 ","$2,740.50 "
IP_SUP-60050073-407526,INPATIENT,PLATE LOKG ONE-THIRD TUBULAR,C1713,,278,"$1,069.92 ",$855.94 ,$866.64 ,$866.64 ,$866.64 ,$855.94 ,$855.94 ,$855.94 ,$855.94 ,$855.94 ,$855.94 ,$855.94 ,$855.94 ,$962.93 ,$962.93 ,$962.93 ,$909.43 ,$909.43 ,$909.43 ,$962.93 ,$962.93 ,,$962.93 ,$962.93 ,$962.93 ,$962.93 ,$962.93 ,$855.94 ,$962.93 
IP_SUP-60050073-408441,INPATIENT,KIT NAIL 11X340MM X 125DEG,C1713,,278,"$10,350.01 ","$8,280.01 ","$8,383.51 ","$8,383.51 ","$8,383.51 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$9,315.01 ","$9,315.01 ","$9,315.01 ","$8,797.51 ","$8,797.51 ","$8,797.51 ","$9,315.01 ","$9,315.01 ",,"$9,315.01 ","$9,315.01 ","$9,315.01 ","$9,315.01 ","$9,315.01 ","$8,280.01 ","$9,315.01 "
IP_SUP-60050073-408443,INPATIENT,KIT NAIL 11X380MM X 125DEG,C1713,,278,"$10,350.01 ","$8,280.01 ","$8,383.51 ","$8,383.51 ","$8,383.51 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$9,315.01 ","$9,315.01 ","$9,315.01 ","$8,797.51 ","$8,797.51 ","$8,797.51 ","$9,315.01 ","$9,315.01 ",,"$9,315.01 ","$9,315.01 ","$9,315.01 ","$9,315.01 ","$9,315.01 ","$8,280.01 ","$9,315.01 "
IP_SUP-60050073-408457,INPATIENT,KIT NAIL 11X340MM X 125DEG,C1713,,278,"$10,350.01 ","$8,280.01 ","$8,383.51 ","$8,383.51 ","$8,383.51 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$9,315.01 ","$9,315.01 ","$9,315.01 ","$8,797.51 ","$8,797.51 ","$8,797.51 ","$9,315.01 ","$9,315.01 ",,"$9,315.01 ","$9,315.01 ","$9,315.01 ","$9,315.01 ","$9,315.01 ","$8,280.01 ","$9,315.01 "
IP_SUP-60050073-408458,INPATIENT,KIT NAIL 11X360MM X 125DEG,C1713,,278,"$10,350.01 ","$8,280.01 ","$8,383.51 ","$8,383.51 ","$8,383.51 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$9,315.01 ","$9,315.01 ","$9,315.01 ","$8,797.51 ","$8,797.51 ","$8,797.51 ","$9,315.01 ","$9,315.01 ",,"$9,315.01 ","$9,315.01 ","$9,315.01 ","$9,315.01 ","$9,315.01 ","$8,280.01 ","$9,315.01 "
IP_SUP-60050073-408461,INPATIENT,KIT NAIL 11X420MM X 125DEG,C1713,,278,"$10,350.01 ","$8,280.01 ","$8,383.51 ","$8,383.51 ","$8,383.51 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$8,280.01 ","$9,315.01 ","$9,315.01 ","$9,315.01 ","$8,797.51 ","$8,797.51 ","$8,797.51 ","$9,315.01 ","$9,315.01 ",,"$9,315.01 ","$9,315.01 ","$9,315.01 ","$9,315.01 ","$9,315.01 ","$8,280.01 ","$9,315.01 "
IP_SUP-60050073-419806,INPATIENT,PLATE BONE DSTL LAT 3-H 77MM,C1713,,278,"$3,675.01 ","$2,940.01 ","$2,976.76 ","$2,976.76 ","$2,976.76 ","$2,940.01 ","$2,940.01 ","$2,940.01 ","$2,940.01 ","$2,940.01 ","$2,940.01 ","$2,940.01 ","$2,940.01 ","$3,307.51 ","$3,307.51 ","$3,307.51 ","$3,123.76 ","$3,123.76 ","$3,123.76 ","$3,307.51 ","$3,307.51 ",,"$3,307.51 ","$3,307.51 ","$3,307.51 ","$3,307.51 ","$3,307.51 ","$2,940.01 ","$3,307.51 "
IP_SUP-60050073-444218,INPATIENT,PLATE FIBULA VARIAX 5-H,C1713,,278,"$3,675.01 ","$2,940.01 ","$2,976.76 ","$2,976.76 ","$2,976.76 ","$2,940.01 ","$2,940.01 ","$2,940.01 ","$2,940.01 ","$2,940.01 ","$2,940.01 ","$2,940.01 ","$2,940.01 ","$3,307.51 ","$3,307.51 ","$3,307.51 ","$3,123.76 ","$3,123.76 ","$3,123.76 ","$3,307.51 ","$3,307.51 ",,"$3,307.51 ","$3,307.51 ","$3,307.51 ","$3,307.51 ","$3,307.51 ","$2,940.01 ","$3,307.51 "
IP_SUP-60050073-447467,INPATIENT,SCREW BONE 6.5X35MM,C1713,,278,$350.00 ,$280.00 ,$283.50 ,$283.50 ,$283.50 ,$280.00 ,$280.00 ,$280.00 ,$280.00 ,$280.00 ,$280.00 ,$280.00 ,$280.00 ,$315.00 ,$315.00 ,$315.00 ,$297.50 ,$297.50 ,$297.50 ,$315.00 ,$315.00 ,,$315.00 ,$315.00 ,$315.00 ,$315.00 ,$315.00 ,$280.00 ,$315.00 
IP_SUP-60050073-452605,INPATIENT,SCREW TI LOW PROFILE 3.5X14MM,C1713,,278,$522.50 ,$418.00 ,$423.23 ,$423.23 ,$423.23 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$418.00 ,$470.25 ,$470.25 ,$470.25 ,$444.13 ,$444.13 ,$444.13 ,$470.25 ,$470.25 ,,$470.25 ,$470.25 ,$470.25 ,$470.25 ,$470.25 ,$418.00 ,$470.25 
IP_SUP-60050073-452950,INPATIENT,SCREW CANLT TI 4X44MM,C1713,,278,"$1,062.96 ",$850.37 ,$861.00 ,$861.00 ,$861.00 ,$850.37 ,$850.37 ,$850.37 ,$850.37 ,$850.37 ,$850.37 ,$850.37 ,$850.37 ,$956.66 ,$956.66 ,$956.66 ,$903.52 ,$903.52 ,$903.52 ,$956.66 ,$956.66 ,,$956.66 ,$956.66 ,$956.66 ,$956.66 ,$956.66 ,$850.37 ,$956.66 
IP_SUP-60050073-455177,INPATIENT,SCREW LG TBT 4.0X35MM,C1713,,278,"$2,136.00 ","$1,708.80 ","$1,730.16 ","$1,730.16 ","$1,730.16 ","$1,708.80 ","$1,708.80 ","$1,708.80 ","$1,708.80 ","$1,708.80 ","$1,708.80 ","$1,708.80 ","$1,708.80 ","$1,922.40 ","$1,922.40 ","$1,922.40 ","$1,815.60 ","$1,815.60 ","$1,815.60 ","$1,922.40 ","$1,922.40 ",,"$1,922.40 ","$1,922.40 ","$1,922.40 ","$1,922.40 ","$1,922.40 ","$1,708.80 ","$1,922.40 "
IP_SUP-60050073-458640,INPATIENT,SCREW LOKG HEX 3.5X4.75X35MM,C1713,,278,$550.00 ,$440.00 ,$445.50 ,$445.50 ,$445.50 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$495.00 ,$495.00 ,$495.00 ,$467.50 ,$467.50 ,$467.50 ,$495.00 ,$495.00 ,,$495.00 ,$495.00 ,$495.00 ,$495.00 ,$495.00 ,$440.00 ,$495.00 
IP_SUP-60050073-458642,INPATIENT,SCREW LOKG HEX 3.5X4.75X15MM,C1713,,278,$550.00 ,$440.00 ,$445.50 ,$445.50 ,$445.50 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$495.00 ,$495.00 ,$495.00 ,$467.50 ,$467.50 ,$467.50 ,$495.00 ,$495.00 ,,$495.00 ,$495.00 ,$495.00 ,$495.00 ,$495.00 ,$440.00 ,$495.00 
IP_SUP-60050073-458644,INPATIENT,SCREW LOKG HEX 3.5X4.75X20MM,C1713,,278,$550.00 ,$440.00 ,$445.50 ,$445.50 ,$445.50 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$495.00 ,$495.00 ,$495.00 ,$467.50 ,$467.50 ,$467.50 ,$495.00 ,$495.00 ,,$495.00 ,$495.00 ,$495.00 ,$495.00 ,$495.00 ,$440.00 ,$495.00 
IP_SUP-60050073-458650,INPATIENT,SCREW RVS CNTRL 6.5X35MM,C1713,,278,$550.00 ,$440.00 ,$445.50 ,$445.50 ,$445.50 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$495.00 ,$495.00 ,$495.00 ,$467.50 ,$467.50 ,$467.50 ,$495.00 ,$495.00 ,,$495.00 ,$495.00 ,$495.00 ,$495.00 ,$495.00 ,$440.00 ,$495.00 
IP_SUP-60050073-461493,INPATIENT,SCREW CORT 4.5X30,C1713,,278,$332.90 ,$266.32 ,$269.65 ,$269.65 ,$269.65 ,$266.32 ,$266.32 ,$266.32 ,$266.32 ,$266.32 ,$266.32 ,$266.32 ,$266.32 ,$299.61 ,$299.61 ,$299.61 ,$282.97 ,$282.97 ,$282.97 ,$299.61 ,$299.61 ,,$299.61 ,$299.61 ,$299.61 ,$299.61 ,$299.61 ,$266.32 ,$299.61 
IP_SUP-60050073-461494,INPATIENT,SCREW CORT 4.5X32,C1713,,278,$332.90 ,$266.32 ,$269.65 ,$269.65 ,$269.65 ,$266.32 ,$266.32 ,$266.32 ,$266.32 ,$266.32 ,$266.32 ,$266.32 ,$266.32 ,$299.61 ,$299.61 ,$299.61 ,$282.97 ,$282.97 ,$282.97 ,$299.61 ,$299.61 ,,$299.61 ,$299.61 ,$299.61 ,$299.61 ,$299.61 ,$266.32 ,$299.61 
IP_SUP-60050073-463296,INPATIENT,SCREW LOKG HEX 3.5X4.75X25MM,C1713,,278,$550.00 ,$440.00 ,$445.50 ,$445.50 ,$445.50 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$440.00 ,$495.00 ,$495.00 ,$495.00 ,$467.50 ,$467.50 ,$467.50 ,$495.00 ,$495.00 ,,$495.00 ,$495.00 ,$495.00 ,$495.00 ,$495.00 ,$440.00 ,$495.00 
IP_SUP-60050073-468462,INPATIENT,NAIL SUPRA CONDYLAR 10X360MM,C1713,,278,"$9,317.64 ","$7,454.11 ","$7,547.29 ","$7,547.29 ","$7,547.29 ","$7,454.11 ","$7,454.11 ","$7,454.11 ","$7,454.11 ","$7,454.11 ","$7,454.11 ","$7,454.11 ","$7,454.11 ","$8,385.88 ","$8,385.88 ","$8,385.88 ","$7,919.99 ","$7,919.99 ","$7,919.99 ","$8,385.88 ","$8,385.88 ",,"$8,385.88 ","$8,385.88 ","$8,385.88 ","$8,385.88 ","$8,385.88 ","$7,454.11 ","$8,385.88 "
IP_SUP-60050073-468572,INPATIENT,SCREW LOKG 4.0X28,C1713,,278,"$1,130.88 ",$904.70 ,$916.01 ,$916.01 ,$916.01 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,"$1,017.79 ","$1,017.79 ","$1,017.79 ",$961.25 ,$961.25 ,$961.25 ,"$1,017.79 ","$1,017.79 ",,"$1,017.79 ","$1,017.79 ","$1,017.79 ","$1,017.79 ","$1,017.79 ",$904.70 ,"$1,017.79 "
IP_SUP-60050073-468573,INPATIENT,SCREW LOKG 4X30,C1713,,278,"$1,130.88 ",$904.70 ,$916.01 ,$916.01 ,$916.01 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,"$1,017.79 ","$1,017.79 ","$1,017.79 ",$961.25 ,$961.25 ,$961.25 ,"$1,017.79 ","$1,017.79 ",,"$1,017.79 ","$1,017.79 ","$1,017.79 ","$1,017.79 ","$1,017.79 ",$904.70 ,"$1,017.79 "
IP_SUP-60050073-468574,INPATIENT,SCREW LOKG 4.0X38,C1713,,278,"$1,130.88 ",$904.70 ,$916.01 ,$916.01 ,$916.01 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,"$1,017.79 ","$1,017.79 ","$1,017.79 ",$961.25 ,$961.25 ,$961.25 ,"$1,017.79 ","$1,017.79 ",,"$1,017.79 ","$1,017.79 ","$1,017.79 ","$1,017.79 ","$1,017.79 ",$904.70 ,"$1,017.79 "
IP_SUP-60050073-468575,INPATIENT,SCREW LOKG 4.0X65,C1713,,278,"$1,130.88 ",$904.70 ,$916.01 ,$916.01 ,$916.01 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,"$1,017.79 ","$1,017.79 ","$1,017.79 ",$961.25 ,$961.25 ,$961.25 ,"$1,017.79 ","$1,017.79 ",,"$1,017.79 ","$1,017.79 ","$1,017.79 ","$1,017.79 ","$1,017.79 ",$904.70 ,"$1,017.79 "
IP_SUP-60050073-468576,INPATIENT,SCREW LOKG 4.0X70,C1713,,278,"$1,130.88 ",$904.70 ,$916.01 ,$916.01 ,$916.01 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,$904.70 ,"$1,017.79 ","$1,017.79 ","$1,017.79 ",$961.25 ,$961.25 ,$961.25 ,"$1,017.79 ","$1,017.79 ",,"$1,017.79 ","$1,017.79 ","$1,017.79 ","$1,017.79 ","$1,017.79 ",$904.70 ,"$1,017.79 "
IP_SUP-60050073-468577,INPATIENT,SCREW CORT 3.5X30,C1713,,278,$291.80 ,$233.44 ,$236.36 ,$236.36 ,$236.36 ,$233.44 ,$233.44 ,$233.44 ,$233.44 ,$233.44 ,$233.44 ,$233.44 ,$233.44 ,$262.62 ,$262.62 ,$262.62 ,$248.03 ,$248.03 ,$248.03 ,$262.62 ,$262.62 ,,$262.62 ,$262.62 ,$262.62 ,$262.62 ,$262.62 ,$233.44 ,$262.62 
IP_SUP-60050073-468578,INPATIENT,SCREW CORT 3.5X36,C1713,,278,$291.80 ,$233.44 ,$236.36 ,$236.36 ,$236.36 ,$233.44 ,$233.44 ,$233.44 ,$233.44 ,$233.44 ,$233.44 ,$233.44 ,$233.44 ,$262.62 ,$262.62 ,$262.62 ,$248.03 ,$248.03 ,$248.03 ,$262.62 ,$262.62 ,,$262.62 ,$262.62 ,$262.62 ,$262.62 ,$262.62 ,$233.44 ,$262.62 
IP_SUP-60050073-468579,INPATIENT,SCREW CORT 3.5X55,C1713,,278,$291.80 ,$233.44 ,$236.36 ,$236.36 ,$236.36 ,$233.44 ,$233.44 ,$233.44 ,$233.44 ,$233.44 ,$233.44 ,$233.44 ,$233.44 ,$262.62 ,$262.62 ,$262.62 ,$248.03 ,$248.03 ,$248.03 ,$262.62 ,$262.62 ,,$262.62 ,$262.62 ,$262.62 ,$262.62 ,$262.62 ,$233.44 ,$262.62 
