Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Central California Alliance for Health,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medi-Cal / California Health & Wellness,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
IP-87000081,INPATIENT,HCHG RHC EXC BEN LES T/A/L > 4.0CM,11406,,521,"$5,591.00 ","$3,354.60 ","$4,584.62 ","$4,305.07 ",,,"$4,584.62 ","$4,305.07 ",,,,"$4,640.53 ","$4,640.53 ","$4,640.53 ","$4,640.53 ",,,"$4,584.62 ","$4,305.07 ",,"$4,584.62 ","$4,305.07 ",,,,"$5,031.90 ",,"$5,031.90 ",,,"$4,584.62 ","$4,305.07 ","$4,752.35 ",,"$4,752.35 ","$4,752.35 ","$4,305.07 ","$5,031.90 "
IP-87000082,INPATIENT,HCHG RHC EXC BLES S/N/EX G 0.5CM/<,11420,,521,"$2,810.00 ","$1,686.00 ","$2,304.20 ","$2,163.70 ",,,"$2,304.20 ","$2,163.70 ",,,,"$2,332.30 ","$2,332.30 ","$2,332.30 ","$2,332.30 ",,,"$2,304.20 ","$2,163.70 ",,"$2,304.20 ","$2,163.70 ",,,,"$2,529.00 ",,"$2,529.00 ",,,"$2,304.20 ","$2,163.70 ","$2,388.50 ",,"$2,388.50 ","$2,388.50 ","$2,163.70 ","$2,529.00 "
IP-87000083,INPATIENT,HCHG RHC EXC BLES S/N/EX G 0.6-1.0CM,11421,,521,"$3,215.00 ","$1,929.00 ","$2,636.30 ","$2,475.55 ",,,"$2,636.30 ","$2,475.55 ",,,,"$2,668.45 ","$2,668.45 ","$2,668.45 ","$2,668.45 ",,,"$2,636.30 ","$2,475.55 ",,"$2,636.30 ","$2,475.55 ",,,,"$2,893.50 ",,"$2,893.50 ",,,"$2,636.30 ","$2,475.55 ","$2,732.75 ",,"$2,732.75 ","$2,732.75 ","$2,475.55 ","$2,893.50 "
IP-87000084,INPATIENT,HCHG RHC EXC BLES S/N/EX G 1.1-2.0CM,11422,,521,"$5,345.00 ","$3,207.00 ","$4,382.90 ","$4,115.65 ",,,"$4,382.90 ","$4,115.65 ",,,,"$4,436.35 ","$4,436.35 ","$4,436.35 ","$4,436.35 ",,,"$4,382.90 ","$4,115.65 ",,"$4,382.90 ","$4,115.65 ",,,,"$4,810.50 ",,"$4,810.50 ",,,"$4,382.90 ","$4,115.65 ","$4,543.25 ",,"$4,543.25 ","$4,543.25 ","$4,115.65 ","$4,810.50 "
IP-87000085,INPATIENT,HCHG RHC EXC BLES S/N/EX G 2.1-3.0CM,11423,,521,"$4,742.00 ","$2,845.20 ","$3,888.44 ","$3,651.34 ",,,"$3,888.44 ","$3,651.34 ",,,,"$3,935.86 ","$3,935.86 ","$3,935.86 ","$3,935.86 ",,,"$3,888.44 ","$3,651.34 ",,"$3,888.44 ","$3,651.34 ",,,,"$4,267.80 ",,"$4,267.80 ",,,"$3,888.44 ","$3,651.34 ","$4,030.70 ",,"$4,030.70 ","$4,030.70 ","$3,651.34 ","$4,267.80 "
IP-87000086,INPATIENT,HCHG RHC EXC BLES S/N/EX G 3.1-4.0CM,11424,,521,"$4,509.00 ","$2,705.40 ","$3,697.38 ","$3,471.93 ",,,"$3,697.38 ","$3,471.93 ",,,,"$3,742.47 ","$3,742.47 ","$3,742.47 ","$3,742.47 ",,,"$3,697.38 ","$3,471.93 ",,"$3,697.38 ","$3,471.93 ",,,,"$4,058.10 ",,"$4,058.10 ",,,"$3,697.38 ","$3,471.93 ","$3,832.65 ",,"$3,832.65 ","$3,832.65 ","$3,471.93 ","$4,058.10 "
IP-87000087,INPATIENT,HCHG RHC EXC BLES S/N/EX G > 4.0CM,11426,,521,"$5,887.00 ","$3,532.20 ","$4,827.34 ","$4,532.99 ",,,"$4,827.34 ","$4,532.99 ",,,,"$4,886.21 ","$4,886.21 ","$4,886.21 ","$4,886.21 ",,,"$4,827.34 ","$4,532.99 ",,"$4,827.34 ","$4,532.99 ",,,,"$5,298.30 ",,"$5,298.30 ",,,"$4,827.34 ","$4,532.99 ","$5,003.95 ",,"$5,003.95 ","$5,003.95 ","$4,532.99 ","$5,298.30 "
IP-87000094,INPATIENT,HCHG RHC MEDICARE ADMIN HEPATITIS B VACCINE,G0010,,521,$97.00 ,$58.20 ,$79.54 ,$74.69 ,,,$79.54 ,$74.69 ,,,,$80.51 ,$80.51 ,$80.51 ,$80.51 ,,,$79.54 ,$74.69 ,,$79.54 ,$74.69 ,,,,$87.30 ,,$87.30 ,,,$79.54 ,$74.69 ,$82.45 ,,$82.45 ,$82.45 ,$74.69 ,$87.30 
IP-87000095,INPATIENT,HCHG RHC IM ADMIN ORAL/NASAL 1 VACCINE,90473,,771,$83.00 ,$49.80 ,$68.06 ,$63.91 ,,,$68.06 ,$63.91 ,,,,$68.89 ,$68.89 ,$68.89 ,$68.89 ,,,$68.06 ,$63.91 ,,$68.06 ,$63.91 ,,,,$74.70 ,,$74.70 ,,,$68.06 ,$63.91 ,$70.55 ,,$70.55 ,$70.55 ,$63.91 ,$74.70 
IP-87000096,INPATIENT,HCHG  RHC TYMPANOMETRY,92567,,471,$178.00 ,$106.80 ,$145.96 ,$137.06 ,,,$145.96 ,$137.06 ,,,,$147.74 ,$147.74 ,$147.74 ,$147.74 ,,,$145.96 ,$137.06 ,,$145.96 ,$137.06 ,,,,$160.20 ,,$160.20 ,,,$145.96 ,$137.06 ,$151.30 ,,$151.30 ,$151.30 ,$137.06 ,$160.20 
IP-87000104,INPATIENT,HCHG  RHC PPPS SUBSEQ VISIT,G0439,,521,$270.00 ,$162.00 ,$221.40 ,$207.90 ,,,$221.40 ,$207.90 ,,,,$224.10 ,$224.10 ,$224.10 ,$224.10 ,,,$221.40 ,$207.90 ,,$221.40 ,$207.90 ,,,,$243.00 ,,$243.00 ,,,$221.40 ,$207.90 ,$229.50 ,,$229.50 ,$229.50 ,$207.90 ,$243.00 
IP-87000108,INPATIENT,HCHG RHC IM ADMIN <19Y 1ST COMPONENT W COUNS,90460,,771,$253.00 ,$151.80 ,$207.46 ,$194.81 ,,,$207.46 ,$194.81 ,,,,$209.99 ,$209.99 ,$209.99 ,$209.99 ,,,$207.46 ,$194.81 ,,$207.46 ,$194.81 ,,,,$227.70 ,,$227.70 ,,,$207.46 ,$194.81 ,$215.05 ,,$215.05 ,$215.05 ,$194.81 ,$227.70 
IP-87000109,INPATIENT,HCHG RHC IM ADMIN <19Y EA ADD COMPONENT W COUNS,90461,,771,$22.00 ,$13.20 ,$18.04 ,$16.94 ,,,$18.04 ,$16.94 ,,,,$18.26 ,$18.26 ,$18.26 ,$18.26 ,,,$18.04 ,$16.94 ,,$18.04 ,$16.94 ,,,,$19.80 ,,$19.80 ,,,$18.04 ,$16.94 ,$18.70 ,,$18.70 ,$18.70 ,$16.94 ,$19.80 
IP-87000110,INPATIENT,HCHG  RHC TOBACCO COUNSELING SYMPTOMATIC 3-10 MIN,99406,,942,$88.00 ,$52.80 ,$72.16 ,$67.76 ,,,$72.16 ,$67.76 ,,,,$73.04 ,$73.04 ,$73.04 ,$73.04 ,,,$72.16 ,$67.76 ,,$72.16 ,$67.76 ,,,,$79.20 ,,$79.20 ,,,$72.16 ,$67.76 ,$74.80 ,,$74.80 ,$74.80 ,$67.76 ,$79.20 
IP-87000111,INPATIENT,HCHG  RHC TOBACCO COUNSELING SYMPTOMATIC > 10 MIN,99407,,942,$120.00 ,$72.00 ,$98.40 ,$92.40 ,,,$98.40 ,$92.40 ,,,,$99.60 ,$99.60 ,$99.60 ,$99.60 ,,,$98.40 ,$92.40 ,,$98.40 ,$92.40 ,,,,$108.00 ,,$108.00 ,,,$98.40 ,$92.40 ,$102.00 ,,$102.00 ,$102.00 ,$92.40 ,$108.00 
IP-87000120,INPATIENT,HCHG RHC DRAIN ABSCESS SIMPLE/SINGLE,10060,,521,$933.00 ,$559.80 ,$765.06 ,$718.41 ,,,$765.06 ,$718.41 ,,,,$774.39 ,$774.39 ,$774.39 ,$774.39 ,,,$765.06 ,$718.41 ,,$765.06 ,$718.41 ,,,,$839.70 ,,$839.70 ,,,$765.06 ,$718.41 ,$793.05 ,,$793.05 ,$793.05 ,$718.41 ,$839.70 
IP-87000121,INPATIENT,HCHG RHC DRAIN ABSCESS COMP/MULT,10061,,521,"$1,209.00 ",$725.40 ,$991.38 ,$930.93 ,,,$991.38 ,$930.93 ,,,,"$1,003.47 ","$1,003.47 ","$1,003.47 ","$1,003.47 ",,,$991.38 ,$930.93 ,,$991.38 ,$930.93 ,,,,"$1,088.10 ",,"$1,088.10 ",,,$991.38 ,$930.93 ,"$1,027.65 ",,"$1,027.65 ","$1,027.65 ",$930.93 ,"$1,088.10 "
IP-87000122,INPATIENT,HCHG RHC REMOVE NAIL PLATE SINGLE,11730,,521,$714.00 ,$428.40 ,$585.48 ,$549.78 ,,,$585.48 ,$549.78 ,,,,$592.62 ,$592.62 ,$592.62 ,$592.62 ,,,$585.48 ,$549.78 ,,$585.48 ,$549.78 ,,,,$642.60 ,,$642.60 ,,,$585.48 ,$549.78 ,$606.90 ,,$606.90 ,$606.90 ,$549.78 ,$642.60 
IP-87000123,INPATIENT,HCHG RHC REMOVAL NAIL BED,11750,,521,"$1,328.00 ",$796.80 ,"$1,088.96 ","$1,022.56 ",,,"$1,088.96 ","$1,022.56 ",,,,"$1,102.24 ","$1,102.24 ","$1,102.24 ","$1,102.24 ",,,"$1,088.96 ","$1,022.56 ",,"$1,088.96 ","$1,022.56 ",,,,"$1,195.20 ",,"$1,195.20 ",,,"$1,088.96 ","$1,022.56 ","$1,128.80 ",,"$1,128.80 ","$1,128.80 ","$1,022.56 ","$1,195.20 "
IP-87000124,INPATIENT,HCHG RHC LAC SMPL 2.5CM/LESS,12001,,521,$847.00 ,$508.20 ,$694.54 ,$652.19 ,,,$694.54 ,$652.19 ,,,,$703.01 ,$703.01 ,$703.01 ,$703.01 ,,,$694.54 ,$652.19 ,,$694.54 ,$652.19 ,,,,$762.30 ,,$762.30 ,,,$694.54 ,$652.19 ,$719.95 ,,$719.95 ,$719.95 ,$652.19 ,$762.30 
IP-87000125,INPATIENT,HCHG RHC LAC SMPL 2.6-7.5CM,12002,,521,$831.00 ,$498.60 ,$681.42 ,$639.87 ,,,$681.42 ,$639.87 ,,,,$689.73 ,$689.73 ,$689.73 ,$689.73 ,,,$681.42 ,$639.87 ,,$681.42 ,$639.87 ,,,,$747.90 ,,$747.90 ,,,$681.42 ,$639.87 ,$706.35 ,,$706.35 ,$706.35 ,$639.87 ,$747.90 
IP-87000126,INPATIENT,"HCHG RHC LAC SMPL/F,E,N 2.5CM/LESS",12011,,521,$810.00 ,$486.00 ,$664.20 ,$623.70 ,,,$664.20 ,$623.70 ,,,,$672.30 ,$672.30 ,$672.30 ,$672.30 ,,,$664.20 ,$623.70 ,,$664.20 ,$623.70 ,,,,$729.00 ,,$729.00 ,,,$664.20 ,$623.70 ,$688.50 ,,$688.50 ,$688.50 ,$623.70 ,$729.00 
IP-87000127,INPATIENT,"HCHG RHC LAC SMPL/F,E,N 2.6-5.0CM",12013,,521,$845.00 ,$507.00 ,$692.90 ,$650.65 ,,,$692.90 ,$650.65 ,,,,$701.35 ,$701.35 ,$701.35 ,$701.35 ,,,$692.90 ,$650.65 ,,$692.90 ,$650.65 ,,,,$760.50 ,,$760.50 ,,,$692.90 ,$650.65 ,$718.25 ,,$718.25 ,$718.25 ,$650.65 ,$760.50 
IP-87000128,INPATIENT,HCHG RHC APP SPLNT LONG ARM,29105,,521,$646.00 ,$387.60 ,$529.72 ,$497.42 ,,,$529.72 ,$497.42 ,,,,$536.18 ,$536.18 ,$536.18 ,$536.18 ,,,$529.72 ,$497.42 ,,$529.72 ,$497.42 ,,,,$581.40 ,,$581.40 ,,,$529.72 ,$497.42 ,$549.10 ,,$549.10 ,$549.10 ,$497.42 ,$581.40 
IP-87000129,INPATIENT,HCHG RHC APP SPLNT SHRT ARM STA,29125,,521,$606.00 ,$363.60 ,$496.92 ,$466.62 ,,,$496.92 ,$466.62 ,,,,$502.98 ,$502.98 ,$502.98 ,$502.98 ,,,$496.92 ,$466.62 ,,$496.92 ,$466.62 ,,,,$545.40 ,,$545.40 ,,,$496.92 ,$466.62 ,$515.10 ,,$515.10 ,$515.10 ,$466.62 ,$545.40 
IP-87000130,INPATIENT,HCHG RHC APP SPLNT FINGER STA,29130,,521,$448.00 ,$268.80 ,$367.36 ,$344.96 ,,,$367.36 ,$344.96 ,,,,$371.84 ,$371.84 ,$371.84 ,$371.84 ,,,$367.36 ,$344.96 ,,$367.36 ,$344.96 ,,,,$403.20 ,,$403.20 ,,,$367.36 ,$344.96 ,$380.80 ,,$380.80 ,$380.80 ,$344.96 ,$403.20 
IP-87000131,INPATIENT,HCHG RHC APP LONG LEG SPLNT,29505,,521,$646.00 ,$387.60 ,$529.72 ,$497.42 ,,,$529.72 ,$497.42 ,,,,$536.18 ,$536.18 ,$536.18 ,$536.18 ,,,$529.72 ,$497.42 ,,$529.72 ,$497.42 ,,,,$581.40 ,,$581.40 ,,,$529.72 ,$497.42 ,$549.10 ,,$549.10 ,$549.10 ,$497.42 ,$581.40 
IP-87000132,INPATIENT,HCHG RHC APP LOW LEG SPLNT,29515,,521,$620.00 ,$372.00 ,$508.40 ,$477.40 ,,,$508.40 ,$477.40 ,,,,$514.60 ,$514.60 ,$514.60 ,$514.60 ,,,$508.40 ,$477.40 ,,$508.40 ,$477.40 ,,,,$558.00 ,,$558.00 ,,,$508.40 ,$477.40 ,$527.00 ,,$527.00 ,$527.00 ,$477.40 ,$558.00 
IP-87000133,INPATIENT,HCHG RHC STRAP UNNA BOOT BI,29580,,521,$708.00 ,$424.80 ,$580.56 ,$545.16 ,,,$580.56 ,$545.16 ,,,,$587.64 ,$587.64 ,$587.64 ,$587.64 ,,,$580.56 ,$545.16 ,,$580.56 ,$545.16 ,,,,$637.20 ,,$637.20 ,,,$580.56 ,$545.16 ,$601.80 ,,$601.80 ,$601.80 ,$545.16 ,$637.20 
IP-87000134,INPATIENT,HCHG RHC INSERT CATH TEMP INDWLLNG,51702,,521,$564.00 ,$338.40 ,$462.48 ,$434.28 ,,,$462.48 ,$434.28 ,,,,$468.12 ,$468.12 ,$468.12 ,$468.12 ,,,$462.48 ,$434.28 ,,$462.48 ,$434.28 ,,,,$507.60 ,,$507.60 ,,,$462.48 ,$434.28 ,$479.40 ,,$479.40 ,$479.40 ,$434.28 ,$507.60 
IP-87000135,INPATIENT,HCHG RHC BX/LOCAL EXCSN CERV LSION,57500,,521,"$1,360.00 ",$816.00 ,"$1,115.20 ","$1,047.20 ",,,"$1,115.20 ","$1,047.20 ",,,,"$1,128.80 ","$1,128.80 ","$1,128.80 ","$1,128.80 ",,,"$1,115.20 ","$1,047.20 ",,"$1,115.20 ","$1,047.20 ",,,,"$1,224.00 ",,"$1,224.00 ",,,"$1,115.20 ","$1,047.20 ","$1,156.00 ",,"$1,156.00 ","$1,156.00 ","$1,047.20 ","$1,224.00 "
IP-87000136,INPATIENT,HCHG RHC RMV FB AUD CANAL WO ANES,69200,,521,$543.00 ,$325.80 ,$445.26 ,$418.11 ,,,$445.26 ,$418.11 ,,,,$450.69 ,$450.69 ,$450.69 ,$450.69 ,,,$445.26 ,$418.11 ,,$445.26 ,$418.11 ,,,,$488.70 ,,$488.70 ,,,$445.26 ,$418.11 ,$461.55 ,,$461.55 ,$461.55 ,$418.11 ,$488.70 
IP-87000137,INPATIENT,HCHG RHC RMVL IMPACTED CERUMEN BILATERAL,69210,,521,$472.00 ,$283.20 ,$387.04 ,$363.44 ,,,$387.04 ,$363.44 ,,,,$391.76 ,$391.76 ,$391.76 ,$391.76 ,,,$387.04 ,$363.44 ,,$387.04 ,$363.44 ,,,,$424.80 ,,$424.80 ,,,$387.04 ,$363.44 ,$401.20 ,,$401.20 ,$401.20 ,$363.44 ,$424.80 
IP-87000139,INPATIENT,HCHG RHC PPPS INITIAL VISIT,G0438,,521,$329.00 ,$197.40 ,$269.78 ,$253.33 ,,,$269.78 ,$253.33 ,,,,$273.07 ,$273.07 ,$273.07 ,$273.07 ,,,$269.78 ,$253.33 ,,$269.78 ,$253.33 ,,,,$296.10 ,,$296.10 ,,,$269.78 ,$253.33 ,$279.65 ,,$279.65 ,$279.65 ,$253.33 ,$296.10 
IP-87000141,INPATIENT,HCHG RHC DRESS/DEBRID PARTIAL-THICK BURN SMALL,16020,,521,$675.00 ,$405.00 ,$553.50 ,$519.75 ,,,$553.50 ,$519.75 ,,,,$560.25 ,$560.25 ,$560.25 ,$560.25 ,,,$553.50 ,$519.75 ,,$553.50 ,$519.75 ,,,,$607.50 ,,$607.50 ,,,$553.50 ,$519.75 ,$573.75 ,,$573.75 ,$573.75 ,$519.75 ,$607.50 
IP-87000142,INPATIENT,HCHG RHC RMV SKIN TGS UP TO 15 LES,11200,,521,"$1,292.00 ",$775.20 ,"$1,059.44 ",$994.84 ,,,"$1,059.44 ",$994.84 ,,,,"$1,072.36 ","$1,072.36 ","$1,072.36 ","$1,072.36 ",,,"$1,059.44 ",$994.84 ,,"$1,059.44 ",$994.84 ,,,,"$1,162.80 ",,"$1,162.80 ",,,"$1,059.44 ",$994.84 ,"$1,098.20 ",,"$1,098.20 ","$1,098.20 ",$994.84 ,"$1,162.80 "
IP-87000143,INPATIENT,HCHG RHC RMV SKN TGS EA ADD 10 LES,11201,,521,$132.00 ,$79.20 ,$108.24 ,$101.64 ,,,$108.24 ,$101.64 ,,,,$109.56 ,$109.56 ,$109.56 ,$109.56 ,,,$108.24 ,$101.64 ,,$108.24 ,$101.64 ,,,,$118.80 ,,$118.80 ,,,$108.24 ,$101.64 ,$112.20 ,,$112.20 ,$112.20 ,$101.64 ,$118.80 
IP-87000145,INPATIENT,HCHG RHC COLPOSCOPY OF CERVIX,57452,,521,$195.00 ,$117.00 ,$159.90 ,$150.15 ,,,$159.90 ,$150.15 ,,,,$161.85 ,$161.85 ,$161.85 ,$161.85 ,,,$159.90 ,$150.15 ,,$159.90 ,$150.15 ,,,,$175.50 ,,$175.50 ,,,$159.90 ,$150.15 ,$165.75 ,,$165.75 ,$165.75 ,$150.15 ,$175.50 
IP-87000146,INPATIENT,HCHG RHC COLP CERVIX W BX & CURETT,57454,,521,$654.00 ,$392.40 ,$536.28 ,$503.58 ,,,$536.28 ,$503.58 ,,,,$542.82 ,$542.82 ,$542.82 ,$542.82 ,,,$536.28 ,$503.58 ,,$536.28 ,$503.58 ,,,,$588.60 ,,$588.60 ,,,$536.28 ,$503.58 ,$555.90 ,,$555.90 ,$555.90 ,$503.58 ,$588.60 
IP-87000147,INPATIENT,HCHG RHC BX VAGINAL MUCOSA SIMPLE,57100,,521,"$2,455.00 ","$1,473.00 ","$2,013.10 ","$1,890.35 ",,,"$2,013.10 ","$1,890.35 ",,,,"$2,037.65 ","$2,037.65 ","$2,037.65 ","$2,037.65 ",,,"$2,013.10 ","$1,890.35 ",,"$2,013.10 ","$1,890.35 ",,,,"$2,209.50 ",,"$2,209.50 ",,,"$2,013.10 ","$1,890.35 ","$2,086.75 ",,"$2,086.75 ","$2,086.75 ","$1,890.35 ","$2,209.50 "
IP-87000150,INPATIENT,HCHG RHC EXC FACE-MM B9+MARG 0.5CM/<,11440,,521,$937.00 ,$562.20 ,$768.34 ,$721.49 ,,,$768.34 ,$721.49 ,,,,$777.71 ,$777.71 ,$777.71 ,$777.71 ,,,$768.34 ,$721.49 ,,$768.34 ,$721.49 ,,,,$843.30 ,,$843.30 ,,,$768.34 ,$721.49 ,$796.45 ,,$796.45 ,$796.45 ,$721.49 ,$843.30 
IP-87000151,INPATIENT,HCHG RHC EXC FACE-MM B9+MARG 1.1-2 CM,11442,,521,"$3,488.00 ","$2,092.80 ","$2,860.16 ","$2,685.76 ",,,"$2,860.16 ","$2,685.76 ",,,,"$2,895.04 ","$2,895.04 ","$2,895.04 ","$2,895.04 ",,,"$2,860.16 ","$2,685.76 ",,"$2,860.16 ","$2,685.76 ",,,,"$3,139.20 ",,"$3,139.20 ",,,"$2,860.16 ","$2,685.76 ","$2,964.80 ",,"$2,964.80 ","$2,964.80 ","$2,685.76 ","$3,139.20 "
IP-87000153,INPATIENT,HCHG RHC IM ADMIN EA ADD VACCINE,90472,,771,$115.00 ,$69.00 ,$94.30 ,$88.55 ,,,$94.30 ,$88.55 ,,,,$95.45 ,$95.45 ,$95.45 ,$95.45 ,,,$94.30 ,$88.55 ,,$94.30 ,$88.55 ,,,,$103.50 ,,$103.50 ,,,$94.30 ,$88.55 ,$97.75 ,,$97.75 ,$97.75 ,$88.55 ,$103.50 
IP-87000154,INPATIENT,HCHG RHC IM ADMIN 1 VACCINE,90471,,771,$159.00 ,$95.40 ,$130.38 ,$122.43 ,,,$130.38 ,$122.43 ,,,,$131.97 ,$131.97 ,$131.97 ,$131.97 ,,,$130.38 ,$122.43 ,,$130.38 ,$122.43 ,,,,$143.10 ,,$143.10 ,,,$130.38 ,$122.43 ,$135.15 ,,$135.15 ,$135.15 ,$122.43 ,$143.10 
IP-87000162,INPATIENT,HCHG RHC PREV VISIT NEW AGE 18-39,99385,,521,$246.00 ,$147.60 ,$201.72 ,$189.42 ,,,$201.72 ,$189.42 ,,,,$204.18 ,$204.18 ,$204.18 ,$204.18 ,,,$201.72 ,$189.42 ,,$201.72 ,$189.42 ,,,,$221.40 ,,$221.40 ,,,$201.72 ,$189.42 ,$209.10 ,,$209.10 ,$209.10 ,$189.42 ,$221.40 
IP-87000163,INPATIENT,HCHG RHC PREV VISIT NEW AGE 40-64,99386,,521,$306.00 ,$183.60 ,$250.92 ,$235.62 ,,,$250.92 ,$235.62 ,,,,$253.98 ,$253.98 ,$253.98 ,$253.98 ,,,$250.92 ,$235.62 ,,$250.92 ,$235.62 ,,,,$275.40 ,,$275.40 ,,,$250.92 ,$235.62 ,$260.10 ,,$260.10 ,$260.10 ,$235.62 ,$275.40 
IP-87000164,INPATIENT,HCHG RHC PREV VISIT NEW 65+ YRS,99387,,521,$215.68 ,$129.41 ,$176.86 ,$166.07 ,,,$176.86 ,$166.07 ,,,,$179.01 ,$179.01 ,$179.01 ,$179.01 ,,,$176.86 ,$166.07 ,,$176.86 ,$166.07 ,,,,$194.11 ,,$194.11 ,,,$176.86 ,$166.07 ,$183.33 ,,$183.33 ,$183.33 ,$166.07 ,$194.11 
IP-87000165,INPATIENT,HCHG RHC PREV VISIT EST AGE 18-39,99395,,521,$252.00 ,$151.20 ,$206.64 ,$194.04 ,,,$206.64 ,$194.04 ,,,,$209.16 ,$209.16 ,$209.16 ,$209.16 ,,,$206.64 ,$194.04 ,,$206.64 ,$194.04 ,,,,$226.80 ,,$226.80 ,,,$206.64 ,$194.04 ,$214.20 ,,$214.20 ,$214.20 ,$194.04 ,$226.80 
IP-87000166,INPATIENT,HCHG RHC PREV VISIT EST AGE 40-64,99396,,521,$278.00 ,$166.80 ,$227.96 ,$214.06 ,,,$227.96 ,$214.06 ,,,,$230.74 ,$230.74 ,$230.74 ,$230.74 ,,,$227.96 ,$214.06 ,,$227.96 ,$214.06 ,,,,$250.20 ,,$250.20 ,,,$227.96 ,$214.06 ,$236.30 ,,$236.30 ,$236.30 ,$214.06 ,$250.20 
IP-87000167,INPATIENT,HCHG RHC PREV VISIT EST AGE 65+ YR,99397,,521,$326.00 ,$195.60 ,$267.32 ,$251.02 ,,,$267.32 ,$251.02 ,,,,$270.58 ,$270.58 ,$270.58 ,$270.58 ,,,$267.32 ,$251.02 ,,$267.32 ,$251.02 ,,,,$293.40 ,,$293.40 ,,,$267.32 ,$251.02 ,$277.10 ,,$277.10 ,$277.10 ,$251.02 ,$293.40 
IP-87000168,INPATIENT,HCHG RHC INIT PREVENTIVE EXAM NEW BENEFICIARY,G0402,,521,$303.00 ,$181.80 ,$248.46 ,$233.31 ,,,$248.46 ,$233.31 ,,,,$251.49 ,$251.49 ,$251.49 ,$251.49 ,,,$248.46 ,$233.31 ,,$248.46 ,$233.31 ,,,,$272.70 ,,$272.70 ,,,$248.46 ,$233.31 ,$257.55 ,,$257.55 ,$257.55 ,$233.31 ,$272.70 
IP-87000169,INPATIENT,HCHG RHC CA SCRNING PELV & BRST EXAM,G0101,,521,$94.00 ,$56.40 ,$77.08 ,$72.38 ,,,$77.08 ,$72.38 ,,,,$78.02 ,$78.02 ,$78.02 ,$78.02 ,,,$77.08 ,$72.38 ,,$77.08 ,$72.38 ,,,,$84.60 ,,$84.60 ,,,$77.08 ,$72.38 ,$79.90 ,,$79.90 ,$79.90 ,$72.38 ,$84.60 
IP-87000170,INPATIENT,HCHG RHC PF PROSTATE CA SCREENING,G0102,,521,$45.00 ,$27.00 ,$36.90 ,$34.65 ,,,$36.90 ,$34.65 ,,,,$37.35 ,$37.35 ,$37.35 ,$37.35 ,,,$36.90 ,$34.65 ,,$36.90 ,$34.65 ,,,,$40.50 ,,$40.50 ,,,$36.90 ,$34.65 ,$38.25 ,,$38.25 ,$38.25 ,$34.65 ,$40.50 
IP-87000171,INPATIENT,HCHG RHC INIT PM E/M NEW PAT INF <1 YR,99381,,521,$274.00 ,$164.40 ,$224.68 ,$210.98 ,,,$224.68 ,$210.98 ,,,,$227.42 ,$227.42 ,$227.42 ,$227.42 ,,,$224.68 ,$210.98 ,,$224.68 ,$210.98 ,,,,$246.60 ,,$246.60 ,,,$224.68 ,$210.98 ,$232.90 ,,$232.90 ,$232.90 ,$210.98 ,$246.60 
IP-87000172,INPATIENT,HCHG RHC INIT PM E/M NEW PAT 1-4 YRS,99382,,521,$266.00 ,$159.60 ,$218.12 ,$204.82 ,,,$218.12 ,$204.82 ,,,,$220.78 ,$220.78 ,$220.78 ,$220.78 ,,,$218.12 ,$204.82 ,,$218.12 ,$204.82 ,,,,$239.40 ,,$239.40 ,,,$218.12 ,$204.82 ,$226.10 ,,$226.10 ,$226.10 ,$204.82 ,$239.40 
IP-87000173,INPATIENT,HCHG RHC PREV VISIT NEW AGE 5-11,99383,,521,$263.00 ,$157.80 ,$215.66 ,$202.51 ,,,$215.66 ,$202.51 ,,,,$218.29 ,$218.29 ,$218.29 ,$218.29 ,,,$215.66 ,$202.51 ,,$215.66 ,$202.51 ,,,,$236.70 ,,$236.70 ,,,$215.66 ,$202.51 ,$223.55 ,,$223.55 ,$223.55 ,$202.51 ,$236.70 
